Complaint ID,Category,Sub Category,Grievance Date,Ward Name,Grievance Status,Staff Remarks,Staff Name
20096389,Electrical,Street Light Not Working,2020-12-31 10:34:00.000000000,Nagarabhavi,Closed,Attended,Suresh/AEE
20096388,Electrical,Street Light Not Working,2020-12-31 10:26:00.000000000,Konanakunte,Closed,Attended,Sandeep/AEE
20096387,Solid Waste (Garbage) Related,Garbage dumping in vacant sites,2020-12-31 10:22:00.000000000,Aramane Nagar,Closed,Resolved,Rekka/AEE
20096386,veterinary,Stray dog related complaints,2020-12-31 09:58:00.000000000,Kumaraswamy Layout,Closed,No relocation only ABC ARV,M G Halli/ADAH
20096385,Electrical,Street Light Not Working,2020-12-31 09:49:00.000000000,Mahalakshmipuram,Closed,Attended,Suresh/AEE
20096384,Electrical,Street Light Not Working,2020-12-31 09:43:00.000000000,Basavanapura,Closed,Attended,Sharath Kumar/AEE
20096383,Electrical,Street Light Not Working,2020-12-31 09:28:00.000000000,Jnanabharathi Ward,Closed,Attended,Gavi Siddiah/AEE
20096382,Electrical,Street Light Not Working,2020-12-31 09:24:00.000000000,Begur,Closed,Attended,Sandeep/AEE
20096381,Electrical,Street Light Not Working,2020-12-31 09:08:00.000000000,Yelahanka old Satellite Town,Closed,Resolved,Yelahanka AEE Electrical/AEE
20096380,Road Maintenance(Engg),Potholes,2020-12-31 09:03:00.000000000,Dodda Bidarkallu,Closed,Attended by the AE.,Ramesh i/c/AEE
20096379,Electrical,Street Light Not Working,2020-12-31 09:02:00.000000000,Kempegowda Ward,Closed,Resolved,Yelahanka AEE Electrical/AEE
20096378,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2020-12-31 08:59:00.000000000,Agaram,Closed,Cleared,Appuraju/AEE
20096377,Electrical,Street Light Not Working,2020-12-31 08:45:00.000000000,Basavanagudi,Closed,Attended,Jnanesh/AEE
20096376,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2020-12-31 08:32:00.000000000,Jnanabharathi Ward,Closed,Resolved,Prakash /AEE
20096375,Road Maintenance(Engg),Road side drains,2020-12-31 08:24:00.000000000,Kottigepalya,Closed,Closed,Hemanth/AEE
20096374,Electrical,Street Light Not Working,2020-12-31 08:21:00.000000000,Konanakunte,Closed,Attended,Sandeep/AEE
20096373,Electrical,Street Light Not Working,2020-12-31 08:05:00.000000000,Agrahara Dasarahalli,Closed,Attended,Suresh/AEE
20096372,Electrical,Street Light Not Working,2020-12-31 08:02:00.000000000,Nandini Layout,Closed,Attended,Suresh/AEE
20096371,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2020-12-31 07:45:00.000000000,Vasanthapura,Closed,Complete attended,Santhosh Kumar H S/AEE
20096370,Solid Waste (Garbage) Related,Garbage dumping in vacant sites,2020-12-31 07:37:00.000000000,Koramangala,Closed,As attended by junior health inspector the complaint is closed. if issue persists contact junior health inspector. Practice segregation of waste at source in to wet dry and sanitary waste. encourage others to follow. hand over segregated waste in to BBMP collection autos. Thank you for helping BBMP to serve you better.,Santoshkumar/AEE
20096369,Electrical,Street Light Not Working,2020-12-31 07:34:00.000000000,Mahalakshmipuram,Closed,Attended,Suresh/AEE
20096368,Electrical,Street Light Not Working,2020-12-31 07:16:00.000000000,Uttarahalli,Closed,Attended,Sandeep/AEE
20096367,Solid Waste (Garbage) Related,Segregation of waste is not done,2020-12-31 07:16:00.000000000,Kottigepalya,Closed,Resolved,Prakash /AEE
20096366,Electrical,Street Light Not Working,2020-12-31 07:12:00.000000000,Jnanabharathi Ward,Closed,Attended,Gavi Siddiah/AEE
20096365,Solid Waste (Garbage) Related,Garbage dump,2020-12-31 07:10:00.000000000,Jakkur,Closed,Attended,Shivakumar/AEE
20096364,Electrical,Street Light Not Working,2020-12-31 07:10:00.000000000,Rajarajeshwari Nagar,Closed,Attended,Gavi Siddiah/AEE
20096363,Road Maintenance(Engg),Potholes,2020-12-31 07:05:00.000000000,Hemmigepura,Rejected,As per citizen confirmation this complaint will be rejected,BBMP Whatsapp/Customer Support Representative
20096362,Road Maintenance(Engg),water stagnation,2020-12-31 07:03:00.000000000,Begur,Rejected,This Complaint comes under State Highway Department,BBMP Whatsapp/Customer Support Representative
20096361,Road Maintenance(Engg),Road side drains,2020-12-31 07:02:00.000000000,Konena Agrahara,Rejected,as per citizen confirmation this complaint will be rejected,BBMP Whatsapp/Customer Support Representative
20096360,Electrical,Street Light Not Working,2020-12-31 06:59:00.000000000,Begur,Closed,Attended,Sandeep/AEE
20096359,Electrical,Street Light Not Working,2020-12-31 06:59:00.000000000,Begur,Closed,Attended,Sandeep/AEE
20096358,Forest,obstructions Branches / Trees.,2020-12-31 06:59:00.000000000,Kaveripura,Resolved,Take permission tree officer rangnathswamy 9480683047,sudarshan/DYRFO
20096357,Solid Waste (Garbage) Related,Sweeping not done,2020-12-31 06:57:00.000000000,Vasanthapura,Closed,Complent attended,Santhosh Kumar H S/AEE
20096356,Solid Waste (Garbage) Related,Garbage dump,2020-12-31 06:51:00.000000000,Gottigere,Closed,Complete attended,Santhosh Kumar H S/AEE
20096355,Electrical,Street Light Not Working,2020-12-31 06:49:00.000000000,Jakkur,Closed,Resolved,Yelahanka AEE Electrical/AEE
20096354,Electrical,Street Light Not Working,2020-12-31 06:43:00.000000000,Kengeri,Closed,Attended,Gavi Siddiah/AEE
20096353,Electrical,Street Light Not Working,2020-12-31 06:43:00.000000000,Kempegowda Ward,Closed,Resolved,Yelahanka AEE Electrical/AEE
20096352,Electrical,Street Light Not Working,2020-12-31 06:43:00.000000000,Kaveripura,Closed,Attended,Suresh/AEE
20096351,Electrical,Street Light Not Working,2020-12-31 06:39:00.000000000,Vidyapeetha,Closed,Attended,Jnanesh/AEE
20096350,Electrical,Street Light Not Working,2020-12-31 06:36:00.000000000,Jalahalli,Closed,Attended,Gavi Siddiah/AEE
20096349,Electrical,Street Light Not Working,2020-12-31 06:32:00.000000000,Jakkur,Closed,Resolved,Yelahanka AEE Electrical/AEE
20096348,Electrical,Street Light Not Working,2020-12-31 06:29:00.000000000,Govindraja Nagara,Closed,Attended,Suresh/AEE
20096347,Electrical,Street Light Not Working,2020-12-31 06:26:00.000000000,Rajarajeshwari Nagar,Closed,Attended,Gavi Siddiah/AEE
20096346,Electrical,Street Light Not Working,2020-12-31 06:26:00.000000000,Someshwara,Closed,Resolved,Yelahanka AEE Electrical/AEE
20096345,Electrical,Street Light Not Working,2020-12-31 06:25:00.000000000,Shakambari Nagar,Closed,Attended,Umesh/AEE
20096344,Solid Waste (Garbage) Related,Burning of Garbage in Open Space,2020-12-31 06:22:00.000000000,Jnanabharathi Ward,Closed,Action taken,Prakash /AEE
20096343,Electrical,Street Light Not Working,2020-12-31 06:20:00.000000000,Puttenahalli,Closed,Attended,Sandeep/AEE
20096342,Electrical,Street Light Not Working,2020-12-31 06:08:00.000000000,Chowdeshwari Ward,Closed,Resolved,Yelahanka AEE Electrical/AEE
20096341,Solid Waste (Garbage) Related,Burning of Garbage in Open Space,2020-12-31 06:05:00.000000000,Jnanabharathi Ward,Closed,Action taken,Prakash /AEE
20096340,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2020-12-31 06:02:00.000000000,Kottigepalya,Closed,Arrived,Prakash /AEE
20096339,Solid Waste (Garbage) Related,Dead animal(s),2020-12-31 05:57:00.000000000,Vishwanathnagenahalli,Closed,Attended,Rudramuni/AEE
20096338,Solid Waste (Garbage) Related,Public dustbins not cleaned,2020-12-31 05:55:00.000000000,Kottigepalya,Closed,Cleared,Prakash /AEE
20096337,Electrical,Street Light Not Working,2020-12-31 05:37:00.000000000,J.P.Nagar,Closed,Attended,Umesh/AEE
20096336,Electrical,Street Light Not Working,2020-12-31 05:37:00.000000000,Bilekahalli,Closed,Attended,Sandeep/AEE
20096335,Forest,Removal of dead/fallen trees,2020-12-31 05:35:00.000000000,Bilekahalli,Registered,Transferred Task,Narendra Babu/RFO
20096334,Electrical,Street Light Not Working,2020-12-31 05:34:00.000000000,Newthippasandra,Closed,Attended,Durga Prasad/AEE
20096333,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2020-12-31 05:33:00.000000000,Uttarahalli,Closed,Complnt attended,Santhosh Kumar H S/AEE
20096332,Electrical,Street Light Not Working,2020-12-31 05:15:00.000000000,Malleshwaram,Closed,Attended,Suresh/AEE
20096331,Lakes,Dumping of garbage into lake,2020-12-31 05:12:00.000000000,Rajarajeshwari Nagar,Rejected,Please contact BDA department,BBMP Whatsapp/Customer Support Representative
20096330,Electrical,Street Light Not Working,2020-12-31 05:08:00.000000000,Kammanahalli,Closed,Attended,Durga Prasad/AEE
20096329,Solid Waste (Garbage) Related,Garbage dump,2020-12-31 04:55:00.000000000,Byatarayanapura,Closed,Attended,Shivakumar/AEE
20096328,Electrical,Street Light Not Working,2020-12-31 04:52:00.000000000,Horamavu,Closed,Attended,Sharath Kumar/AEE
20096327,Forest,obstructions Branches / Trees.,2020-12-31 04:50:00.000000000,Yelahanka old Satellite Town,Resolved,Complaint is clear,Mutturaju KP/DYRFO
20096326,Electrical,Street Light Not Working,2020-12-31 04:26:00.000000000,Jayangar,Closed,Attended,Jnanesh/AEE
20096325,Road Maintenance(Engg),Road side drains,2020-12-31 04:24:00.000000000,Rajamahal,Rejected,Dear citizen please raise a new complaint with full address and valid mobile number. You can also share photos and location to our whatsapp number 9480685700.,BBMP Whatsapp/Customer Support Representative
20096324,Electrical,Street Light Not Working,2020-12-31 04:24:00.000000000,Kavalbyrasandra,Closed,Attended,Sandeep Singh/AE
20096323,Forest,obstructions Branches / Trees.,2020-12-31 04:22:00.000000000,Aramane Nagar,Resolved,Take permission tree officer rangnathswamy 9480683047,sudarshan/DYRFO
20096322,Electrical,Street Light Not Working,2020-12-31 04:22:00.000000000,Subramanya Nagar,Closed,Attended,Suresh/AEE
20096321,Road Maintenance(Engg),water stagnation,2020-12-31 04:20:00.000000000,H.M.T,Rejected,DOES COMES UNDER BBMP,BBMP Whatsapp/Customer Support Representative
20096320,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2020-12-31 04:17:00.000000000,Hoysala Nagar,Closed,Closed,Prasanna/AEE
20096319,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2020-12-31 04:15:00.000000000,Rajarajeshwari Nagar,Closed,Arrived,Prakash /AEE
20096318,Solid Waste (Garbage) Related,Segregation of waste is not done,2020-12-31 04:15:00.000000000,Kuvempu Nagar,Closed,Attended,Shivakumar/AEE
20096317,Electrical,Street Light Not Working,2020-12-31 04:14:00.000000000,Manorayanapalya,Closed,Attended,Sandeep Singh/AEE
20096316,Electrical,Street Light Not Working,2020-12-31 04:10:00.000000000,Vignana Nagar,Closed,Attended,Sharath Kumar/AEE
20096315,Electrical,Street Light Not Working,2020-12-31 04:08:00.000000000,Dodda Bidarkallu,Closed,Attended,Gavi Siddiah/AEE
20096314,Solid Waste (Garbage) Related,Garbage dump,2020-12-31 04:08:00.000000000,Shettyhalli,Rejected,Rejected,BBMP Whatsapp/Customer Support Representative
20096313,Road Maintenance(Engg),Overhanging cables,2020-12-31 03:59:00.000000000,Shanthala Nagar,Closed,Resolved,Savitri/AEE
20096312,CORONA COVID19,Government regulations not being followed,2020-12-31 03:34:00.000000000,Marappana Palya,Closed,cleared,Dr.Balchandar/CHO
20096311,Road Maintenance(Engg),Road side drains,2020-12-31 03:31:00.000000000,HSR Layout,Closed,close,Y M Raju/AEE
20096310,Parks and Play grounds,Play Grounds,2020-12-31 03:29:00.000000000,Marappana Palya,Closed,The Complaint Belongs to Engineering Department,Mohammad Alli Pirjade/HS
20096309,veterinary,Stray dog related complaints,2020-12-31 03:21:00.000000000,Kottigepalya,Closed,"ABC team will visit your ward for catching dogs for Sterilization and Anti Rabies Vaccination only.
Relocation or shifting dogs is not allowed as per ABC Rules and Supreme court orders
You can directly send your complaints on WhatsApp.",Dr. Venkatesh K.M/ADAH
20096308,Electrical,Street Light Not Working,2020-12-31 03:19:00.000000000,Begur,Closed,Attended,Sandeep/AEE
20096307,Storm  Water Drain(SWD),Maintenance of SWD,2020-12-31 03:18:00.000000000,Dodda Bidarkallu,Closed,Closed,Chandrashekhar/AEE
20096306,Forest,Removal of dead/fallen trees,2020-12-31 03:12:00.000000000,Yadiyuru,Resolved,Image not uploaded,Shivanna T.C/DYRFO
20096305,Electrical,Street Light Not Working,2020-12-31 03:05:00.000000000,J.P.Nagar,Closed,Attended,Umesh/AEE
20096304,Electrical,Street Light Not Working,2020-12-31 03:00:00.000000000,Uttarahalli,Closed,Attended,Sandeep/AEE
20096303,Electrical,Street Light Not Working,2020-12-31 02:56:00.000000000,Kadugondanahalli,Closed,Attended,Durga Prasad/AEE
20096302,Solid Waste (Garbage) Related,Public dustbins not cleaned,2020-12-31 12:05:00.000000000,Gayathri Nagar,Rejected,Delhi,BBMP Whatsapp/Customer Support Representative
20096301,Solid Waste (Garbage) Related,Garbage dump,2020-12-31 12:04:00.000000000,Gayathri Nagar,Rejected,Delhi,BBMP Whatsapp/Customer Support Representative
20096300,Solid Waste (Garbage) Related,Garbage dump,2020-12-31 12:02:00.000000000,Gayathri Nagar,Rejected,Delhi,BBMP Whatsapp/Customer Support Representative
20096299,Solid Waste (Garbage) Related,Garbage dump,2020-12-31 12:01:00.000000000,Gayathri Nagar,Rejected,Delhi,BBMP Whatsapp/Customer Support Representative
20096298,Solid Waste (Garbage) Related,Garbage dump,2020-12-31 12:00:00.000000000,Gayathri Nagar,Rejected,Delhi,BBMP Whatsapp/Customer Support Representative
20096297,Solid Waste (Garbage) Related,Garbage dump,2020-12-31 11:56:00.000000000,Gayathri Nagar,Rejected,Delhi,BBMP Whatsapp/Customer Support Representative
20096296,Solid Waste (Garbage) Related,Garbage dump,2020-12-31 11:47:00.000000000,Gayathri Nagar,Rejected,Delhi,BBMP Whatsapp/Customer Support Representative
20096295,Solid Waste (Garbage) Related,Garbage dump,2020-12-31 11:46:00.000000000,Gayathri Nagar,Rejected,Delhi,BBMP Whatsapp/Customer Support Representative
20096294,Solid Waste (Garbage) Related,Garbage dump,2020-12-31 11:43:00.000000000,Gayathri Nagar,Rejected,Delhi,BBMP Whatsapp/Customer Support Representative
20096293,Solid Waste (Garbage) Related,Garbage dump,2020-12-31 11:41:00.000000000,Gayathri Nagar,Rejected,Delhi,BBMP Whatsapp/Customer Support Representative
20096292,Solid Waste (Garbage) Related,Garbage dump,2020-12-31 11:39:00.000000000,Gayathri Nagar,Rejected,Delhi,BBMP Whatsapp/Customer Support Representative
20096291,Solid Waste (Garbage) Related,Garbage dump,2020-12-31 11:38:00.000000000,Gayathri Nagar,Rejected,Delhi,BBMP Whatsapp/Customer Support Representative
20096290,CORONA COVID19,Government regulations not being followed,2020-12-31 02:54:00.000000000,Banashankari Temple Ward,Closed,Cleared,Dr.Balchandar/CHO
20096289,Electrical,Street Light Not Working,2020-12-31 02:51:00.000000000,Banaswadi,Closed,Attended,Durga Prasad/AEE
20096288,Road Maintenance(Engg),Debris Removal / Construction Material,2020-12-31 02:51:00.000000000,Dharmarayaswamy Temple Ward,Rejected,Rejected,BBMP Whatsapp/Customer Support Representative
20096287,Road Maintenance(Engg),Road cutting,2020-12-31 02:46:00.000000000,Yelahanka old Satellite Town,Closed,Closed,Raghunadan/AEE
20096286,Road Maintenance(Engg),Potholes,2020-12-31 02:44:00.000000000,Gandhi Nagar,Closed,closed,Revaana/AEE
20096285,Solid Waste (Garbage) Related,Garbage dump,2020-12-31 02:43:00.000000000,Mangammanapalya,Closed,Resolved,Netravathi/AEE
20096284,Road Maintenance(Engg),Road side drains,2020-12-31 02:38:00.000000000,HSR Layout,Closed,close,Y M Raju/AEE
20096283,Electrical,Street Light Not Working,2020-12-31 02:36:00.000000000,Dodda Bidarkallu,Closed,Attended,Gavi Siddiah/AEE
20096282,Road Maintenance(Engg),Debris Removal / Construction Material,2020-12-31 02:35:00.000000000,Jeevanbhima Nagar,Closed,Closed,SHANTHA BADAGANDI/AEE
20096281,veterinary,Stray dog related complaints,2020-12-31 02:32:00.000000000,S.K.Garden,Closed,Attended,DR Mallappa Devadu/ADAH
20096280,Solid Waste (Garbage) Related,Sweeping not done,2020-12-31 02:10:00.000000000,Bellandur,Closed,Attended,SWM AEE Mahadevapura sub division/AEE
20096279,Road Maintenance(Engg),footpath encroachment,2020-12-31 02:08:00.000000000,Kacharakanahalli,Closed,Problem resolved,Vinayaka  Vasudev/AEE
20096278,Road Maintenance(Engg),water leakage on road,2020-12-31 02:06:00.000000000,Moodalapalya,Closed,closed,Alok Sheety/AEE
20096277,Electrical,Street Light Not Working,2020-12-31 02:03:00.000000000,Jnanabharathi Ward,Closed,Attended,Gavi Siddiah/AEE
20096276,Electrical,Street Light Not Working,2020-12-31 02:00:00.000000000,Thanisandra,Closed,Resolved,Yelahanka AEE Electrical/AEE
20096275,Revenue Department,"Khata Services (Registration, Transfer, Bifurcation and Amalgamation)",2020-12-31 01:58:00.000000000,Doddanekkundi,Resolved,Sir please submit application with property tax receipt and katha copy and will verify and update... please,Jyothi Lakshmi S/ARO
20096274,Road Maintenance(Engg),Road side drains,2020-12-31 01:57:00.000000000,Bagalagunte,Closed,"In due course it will be taken,tender process not yet completed.",Ranganath/AEE
20096273,Electrical,Street Light Not Working,2020-12-31 01:51:00.000000000,Vasanthapura,Closed,Attended,Sandeep/AEE
20096272,Electrical,Street Light Not Working,2020-12-31 01:48:00.000000000,Jnanabharathi Ward,Closed,Attended,Gavi Siddiah/AEE
20096271,Solid Waste (Garbage) Related,Sweeping not done,2020-12-31 01:44:00.000000000,Ullalu,Closed,Attended,Smt Poornima J B/AEE
20096270,Road Maintenance(Engg),footpath encroachment,2020-12-31 01:40:00.000000000,Chalavadipalya,Closed,closed,Umesh/AEE
20096269,Solid Waste (Garbage) Related,Garbage dumping in vacant sites,2020-12-31 01:38:00.000000000,Horamavu,Resolved,no,Harish Kumar K V /JHI
20096268,Road Maintenance(Engg),water stagnation,2020-12-31 01:33:00.000000000,Vijay Nagar,Closed,Resolved,Fazana/AEE
20096267,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2020-12-31 01:28:00.000000000,Nagapura,Closed,Cleared,Rekha/AEE
20096266,Solid Waste (Garbage) Related,Dead animal(s),2020-12-31 01:28:00.000000000,Puttenahalli,Closed,Resolved,Netravathi/AEE
20096265,Electrical,Street Light Not Working,2020-12-31 01:25:00.000000000,Dharmarayaswamy Temple Ward,Closed,Attended,Jnanesh/AEE
20096264,Electrical,Street Light Not Working,2020-12-31 01:15:00.000000000,Horamavu,Closed,Attended,Sharath Kumar/AEE
20096263,Road Maintenance(Engg),Road side drains,2020-12-31 01:11:00.000000000,Horamavu,Closed,Cleared,Vinay/AEE
20096262,Electrical,Street Light Not Working,2020-12-31 01:10:00.000000000,Rajarajeshwari Nagar,Closed,Attended,Gavi Siddiah/AEE
20096261,Forest,obstructions Branches / Trees.,2020-12-31 01:09:00.000000000,Ramaswamy Palya,Resolved,Take permission tree officer rangnathswamy 9480683047,P Nagendra /DYRFO
20096260,Electrical,Street Light Not Working,2020-12-31 01:09:00.000000000,Chokkasandra,Closed,Attended,Gurappa Y Doddamani/AEE
20096259,Electrical,Street Light Not Working,2020-12-31 01:03:00.000000000,Konanakunte,Closed,Attended,Sandeep/AEE
20096258,Solid Waste (Garbage) Related,Segregation of waste is not done,2020-12-31 01:02:00.000000000,Jnanabharathi Ward,Closed,Resolved,Prakash /AEE
20096257,Forest,Issues related Snakes/Birds/Monkeys,2020-12-31 01:00:00.000000000,Bellandur,Resolved,As on ur request the complaint has been forwarded to bbmp wild life warden Mr Mahesh 9845714598 plz contact him ...thank u,Sudharshan/DYRFO
20096256,Electrical,Street Light Not Working,2020-12-31 12:57:00.000000000,Jayangar,Closed,Attended,Jnanesh/AEE
20096255,Road Maintenance(Engg),Potholes,2020-12-31 12:49:00.000000000,Hoysala Nagar,Closed,CLOSED,SHANTHA BADAGANDI/AEE
20096254,Road Maintenance(Engg),Road side drains,2020-12-31 12:47:00.000000000,Dodda Bidarkallu,Closed,Attended by the AE.,Ramesh i/c/AEE
20096253,Electrical,Street Light Not Working,2020-12-31 12:45:00.000000000,Someshwara,Closed,Resolved,Yelahanka AEE Electrical/AEE
20096252,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2020-12-31 12:44:00.000000000,Banaswadi,Closed,Complaint cleared,Mamatha M.S/AEE
20096251,Road Maintenance(Engg),Potholes,2020-12-31 12:39:00.000000000,Bapuji Nagar,Closed,Resolved,Fazana/AEE
20096250,Solid Waste (Garbage) Related,Public dustbins not cleaned,2020-12-31 12:39:00.000000000,Agaram,Closed,Cleared,Appuraju/AEE
20096249,Road Maintenance(Engg),Road side drains,2020-12-31 12:33:00.000000000,Begur,Closed,Resolved,Nilkanthaya/AEE
20096248,Road Maintenance(Engg),footpath encroachment,2020-12-31 12:33:00.000000000,HBR Layout,Closed,Problem resolved,T C Ravikumar/AEE
20096247,Electrical,Street Light Not Working,2020-12-31 12:26:00.000000000,Begur,Closed,Attended,Sandeep/AEE
20096246,Road Maintenance(Engg),Footpath,2020-12-31 12:21:00.000000000,Sudduguntepalya,Closed,Resolved,Ashok S Biradar/AEE
20096245,Road Maintenance(Engg),Road side drains,2020-12-31 12:17:00.000000000,Yelachenahalli,Closed,closed,ROHIT T/AEE
20096244,Electrical,Street Light Not Working,2020-12-31 12:13:00.000000000,Mathikere,Closed,Attended,Suresh/AEE
20096243,Solid Waste (Garbage) Related,Sweeping not done,2020-12-31 12:10:00.000000000,J.P.Park,Closed,Done,Prakash /AEE
20096242,Electrical,Street Light Not Working,2020-12-31 12:10:00.000000000,J.P.Park,Closed,Attended,Gavi Siddiah/AEE
20096241,Solid Waste (Garbage) Related,Garbage dump,2020-12-31 12:07:00.000000000,Thanisandra,Closed,Attended,Shivakumar/AEE
20096240,Electrical,Street Light Not Working,2020-12-31 11:57:00.000000000,Newthippasandra,Closed,Attended,Durga Prasad/AEE
20096239,Electrical,Requirement For New Street Lights,2020-12-31 11:52:00.000000000,Shanthi Nagar,Closed,Attended,Durga Prasad/AEE
20096238,Electrical,Street Light Not Working,2020-12-31 11:44:00.000000000,Vasanthapura,Closed,Attended,Sandeep/AEE
20096237,Solid Waste (Garbage) Related,Sweeping not done,2020-12-31 11:42:00.000000000,Chowdeshwari Ward,Closed,It's clear,SWM AEE Ward 1 to 4/AEE
20096236,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2020-12-31 11:38:00.000000000,Marappana Palya,Closed,Cleared,Rekha/AEE
20096235,Road Maintenance(Engg),Debris Removal / Construction Material,2020-12-31 11:36:00.000000000,Vidyaranyapura,Closed,Attended,Beeresh/AEE
20096234,Electrical,Street Light Not Working,2020-12-31 11:34:00.000000000,HSR Layout,Closed,Attended,Sandeep/AEE
20096233,Solid Waste (Garbage) Related,Dead animal(s),2020-12-31 11:31:00.000000000,Banaswadi,Closed,C,Mamatha M.S/AEE
20096232,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2020-12-31 11:28:00.000000000,Giri Nagar,Closed,Resolved,Shashikala/AEE
20096231,Road Maintenance(Engg),Road side drains,2020-12-31 11:27:00.000000000,Kamakshipalya,Closed,closed,Yogesh /AEE
20096230,Road Maintenance(Engg),Potholes,2020-12-31 11:24:00.000000000,Arakere,Closed,issue considered as long term solution,Ravi D/AEE
20096229,Solid Waste (Garbage) Related,Sweeping not done,2020-12-31 11:24:00.000000000,Giri Nagar,Closed,Resolved,Shashikala/AEE
20096228,Electrical,Street Light Not Working,2020-12-31 11:20:00.000000000,Chikkalasandra,Closed,Attended,Umesh/AEE
20096227,Electrical,Street Light Not Working,2020-12-31 11:18:00.000000000,HSR Layout,Closed,Attended,Sandeep/AEE
20096226,Electrical,Street Light Not Working,2020-12-31 11:18:00.000000000,Koramangala,Closed,Attended,Jnanesh/AEE
20096225,Electrical,Street Light Not Working,2020-12-31 11:16:00.000000000,Subedarapalya,Closed,Attended,Suresh/AEE
20096224,Solid Waste (Garbage) Related,Garbage dump,2020-12-31 11:14:00.000000000,Jnanabharathi Ward,Closed,Resolved,Prakash /AEE
20096223,veterinary,Animal birth control/neutering of stray dogs,2020-12-31 11:04:00.000000000,Ramamurthy Nagar,Closed,Attended,Mohammed Abbas/ADAH
20096222,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2020-12-31 11:00:00.000000000,Yadiyuru,Closed,"As attended by junior health inspector, the complaint is closed. if issue persists contact junior health inspector.  practice segregation of waste at source in to wet dry and sanitary waste. Hand them over to BBMP  collection autos only. encourage others to follow. Thank you for helping BBMP to serve you better.",Manjunatha T R/AEE
20096221,Solid Waste (Garbage) Related,Garbage dump,2020-12-31 10:57:00.000000000,Banaswadi,Closed,Complaint cleared,Mamatha M.S/AEE
20096220,Solid Waste (Garbage) Related,Sweeping not done,2020-12-31 10:57:00.000000000,K.R.Puram,Resolved,Attended,Jagadish/JHI
20096219,Solid Waste (Garbage) Related,Dead animal(s),2020-12-31 10:57:00.000000000,Adugodi,Closed,As attended by junior health inspector the complaint is closed. if issue persists contact junior health inspector. Practice segregation of waste at source in to wet dry and sanitary waste. encourage others to follow. hand over segregated waste in to BBMP collection autos. Thank you for helping BBMP to serve you better.,Santoshkumar/AEE
