Complaint ID,Category,Sub Category,Grievance Date,Ward Name,Grievance Status,Staff Remarks,Staff Name
20437520,Road Maintenance(Engg),Road cutting,2023-12-31 11:29:00.000000000,Chamrajpet,Closed,Closed,Umesh/AEE
20437519,Electrical,Street Light Not Working,2023-12-31 11:26:00.000000000,Jnanabharathi Ward,Closed,Attended,Gavi Siddiah/AEE
20437518,Forest,obstructions Branches / Trees.,2023-12-31 11:15:00.000000000,Nandini Layout,Closed,Upload photos compulsory,sudarshan/DYRFO
20437517,Electrical,Street Light Not Working,2023-12-31 11:13:00.000000000,Nandini Layout,Closed,Attended,Suresh/AEE
20437516,Electrical,Street Light Not Working,2023-12-31 11:02:00.000000000,Ganeshmandira Ward,Closed,Attended,Umesh/AEE
20437515,Solid Waste (Garbage) Related,Garbage transfer not as per norms & area not kept clean,2023-12-31 11:00:00.000000000,Doddanekkundi,Closed,Attended,SWM AEE Mahadevapura sub division/AEE
20437514,Electrical,Street Light Not Working,2023-12-31 11:00:00.000000000,Jnanabharathi Ward,Closed,Attended,Gavi Siddiah/AEE
20437513,Road Maintenance(Engg),Debris Removal / Construction Material,2023-12-31 10:58:00.000000000,HBR Layout,Closed,Issue closed,T C Ravikumar/AEE
20437512,Revenue Department,"Khata Services (Registration, Transfer, Bifurcation and Amalgamation)",2023-12-31 10:49:00.000000000,Konena Agrahara,Closed,Yes,Shanthesh/RO
20437511,Electrical,Street Light Not Working,2023-12-31 10:37:00.000000000,Hongasandra,Closed,Attended,Sandeep/AEE
20437510,Electrical,Requirement For New Street Lights,2023-12-31 10:36:00.000000000,Hongasandra,Closed,Attended,Sandeep/AEE
20437509,Solid Waste (Garbage) Related,Garbage dump,2023-12-31 10:23:00.000000000,Singasandra,Closed,Attended the Complaint,Netravathi/AEE
20437508,Solid Waste (Garbage) Related,Sweeping not done,2023-12-31 10:16:00.000000000,Ramamurthy Nagar,Closed,Clear,Chandrakala K/JHI
20437507,Electrical,Street Light Not Working,2023-12-31 10:04:00.000000000,Dr.Rajkumar Ward,Closed,complaint attended,Suresh/AEE
20437506,Electrical,Street Light Not Working,2023-12-31 10:04:00.000000000,Hosakerehalli,Closed,Attended,Umesh/AEE
20437505,Electrical,Street Light Not Working,2023-12-31 10:03:00.000000000,Jakkur,Closed,Resolved,Yelahanka AEE Electrical/AEE
20437504,Electrical,Street Light Not Working,2023-12-31 10:01:00.000000000,Jakkur,Closed,Resolved,Yelahanka AEE Electrical/AEE
20437503,Solid Waste (Garbage) Related,Garbage transfer not as per norms & area not kept clean,2023-12-31 10:00:00.000000000,Doddanekkundi,Closed,Attended,SWM AEE Mahadevapura sub division/AEE
20437502,Electrical,Street Light Not Working,2023-12-31 10:00:00.000000000,Shanthi Nagar,Closed,Attended,Durga Prasad/AEE
20437501,Electrical,Street Light Not Working,2023-12-31 09:58:00.000000000,Basavanapura,Closed,Attended,Sachin Malagi/AE
20437500,Road Infrastructure,Road Infrastructure,2023-12-31 09:52:00.000000000,Chamrajpet,Closed,Complaint resolved,Manjunath/AEE
20437499,Road Infrastructure,Road Infrastructure,2023-12-31 09:48:00.000000000,Chamrajpet,Non Relevant,\N,BBMP Whatsapp/Customer Support Representative
20437498,Electrical,Street Light Not Working,2023-12-31 09:48:00.000000000,Jakkur,Closed,Resolved,Yelahanka AEE Electrical/AEE
20437497,Electrical,Street Light Not Working,2023-12-31 09:45:00.000000000,Kengeri,Closed,Attended,Gavi Siddiah/AEE
20437496,Electrical,Street Light Not Working,2023-12-31 09:33:00.000000000,Shivaji Nagar,Closed,Attended,Sandeep Singh/AEE
20437495,Road Maintenance(Engg),Potholes,2023-12-31 09:28:00.000000000,Bellandur,Closed,Work is under progress,Markandiaha/AEE
20437494,Electrical,Street Light Not Working,2023-12-31 09:26:00.000000000,Padmanabha Nagar,Closed,Attended,Umesh/AEE
20437493,Electrical,Street Light Not Working,2023-12-31 09:22:00.000000000,Anjanapur,Closed,Attended,Sandeep/AEE
20437492,Electrical,Street Light Not Working,2023-12-31 09:18:00.000000000,Jakkur,Closed,Resolved,Yelahanka AEE Electrical/AEE
20437491,Electrical,Street Light Not Working,2023-12-31 09:18:00.000000000,Sampangiram Nagar,Closed,Attended,Sandeep Singh/AEE
20437490,Electrical,Street Light Not Working,2023-12-31 09:11:00.000000000,Kamakshipalya,Closed,complaint attended,Suresh/AEE
20437489,Electrical,Street Light Not Working,2023-12-31 09:06:00.000000000,Vignana Nagar,Closed,Attended,Sachin Malagi/AE
20437488,Electrical,Street Light Not Working,2023-12-31 09:04:00.000000000,Jakkasandra,Closed,Attended,Jnanesh/AEE
20437487,Electrical,Street Light Not Working,2023-12-31 09:03:00.000000000,K.R.Puram,Closed,Attended,Sachin Malagi/AE
20437486,Electrical,Street Light Not Working,2023-12-31 09:01:00.000000000,Hoodi,Closed,Attended,Sachin Malagi/AE
20437485,Solid Waste (Garbage) Related,Garbage transfer not as per norms & area not kept clean,2023-12-31 09:00:00.000000000,Doddanekkundi,Closed,Attended,SWM AEE Mahadevapura sub division/AEE
20437484,Electrical,Street Light Not Working,2023-12-31 08:59:00.000000000,Shakthiganapathi Nagar,Closed,Attended,Suresh/AEE
20437483,Health Dept,Indira Canteen,2023-12-31 08:57:00.000000000,Nagapura,Closed,Attended,Dr manjula/MOH
20437482,Electrical,Street Light Not Working,2023-12-31 08:48:00.000000000,Kushal Nagar,Closed,Attended,Sandeep Singh/AEE
20437481,Electrical,Street Light Not Working,2023-12-31 08:47:00.000000000,Adugodi,Closed,Attended,Jnanesh/AEE
20437480,Electrical,Street Light Not Working,2023-12-31 08:45:00.000000000,Jakkur,Closed,Resolved,Yelahanka AEE Electrical/AEE
20437479,Electrical,Street Light Not Working,2023-12-31 08:43:00.000000000,Hosahalli,Closed,Attended,Umesh/AEE
20437478,Solid Waste (Garbage) Related,Garbage dump,2023-12-31 08:42:00.000000000,Jagajeevanram Nagar,Closed,Resolved,Lakshminarasimaiah/JHI
20437477,Solid Waste (Garbage) Related,Garbage dump,2023-12-31 08:40:00.000000000,Herohalli,Closed,Attended,Smt Poornima J B/AEE
20437476,Electrical,Street Light Not Working,2023-12-31 08:35:00.000000000,Kengeri,Closed,Attended,Gavi Siddiah/AEE
20437475,Electrical,Street Light Not Working,2023-12-31 08:34:00.000000000,Adugodi,Closed,Attended,Jnanesh/AEE
20437474,Electrical,Street Light Not Working,2023-12-31 08:28:00.000000000,Gayathri Nagar,Closed,complaint attended,Suresh/AEE
20437473,Electrical,Street Light Not Working,2023-12-31 08:21:00.000000000,Vidyapeetha,Closed,Attended,Jnanesh/AEE
20437472,Electrical,Street Light Not Working,2023-12-31 08:12:00.000000000,Giri Nagar,Closed,Attended,Jnanesh/AEE
20437471,Electrical,Street Light Not Working,2023-12-31 08:11:00.000000000,Radhakrishna Temple,Closed,Attended,Sandeep Singh/AEE
20437470,Electrical,Street Light Not Working,2023-12-31 08:06:00.000000000,Gottigere,Closed,Attended,Sandeep/AEE
20437469,Electrical,Street Light Not Working,2023-12-31 08:03:00.000000000,Horamavu,Closed,Attended,Sachin Malagi/AE
20437468,Electrical,Street Light Not Working,2023-12-31 08:02:00.000000000,Jeevanbhima Nagar,Closed,Attended,Durga Prasad/AEE
20437467,Solid Waste (Garbage) Related,Garbage transfer not as per norms & area not kept clean,2023-12-31 08:00:00.000000000,Doddanekkundi,Closed,Attended,SWM AEE Mahadevapura sub division/AEE
20437466,Health Dept,Indira Canteen,2023-12-31 08:00:00.000000000,Rajaji Nagar,Closed,Attended,Dr kalavathi/MOH
20437465,Electrical,Street Light Not Working,2023-12-31 07:52:00.000000000,Vijanapura,Closed,Attended,Sachin Malagi/AE
20437464,Electrical,Street Light Not Working,2023-12-31 07:48:00.000000000,Kushal Nagar,Closed,Attended,Sandeep Singh/AEE
20437463,Electrical,Street Light Not Working,2023-12-31 07:47:00.000000000,Bilekahalli,Closed,Attended,Sandeep/AEE
20437462,veterinary,Stray dog related complaints,2023-12-31 07:44:00.000000000,Ganeshmandira Ward,Closed,.,M G Halli/ADAH
20437461,Electrical,Street Light Not Working,2023-12-31 07:41:00.000000000,Chikkalasandra,Closed,Attended,Umesh/AEE
20437460,Town Planning,Construction not done as per approved plan (Building Bye Law Violations),2023-12-31 07:40:00.000000000,Doddanekkundi,Closed,Resolved as per the report of AE.,Rachappa/ADTP
20437459,Plastic,Use of banned single use plastic,2023-12-31 07:37:00.000000000,Basavanapura,In Progress,close,Sushma K.S/AE
20437458,Electrical,Street Light Not Working,2023-12-31 07:37:00.000000000,Jnanabharathi Ward,Closed,Attended,Gavi Siddiah/AEE
20437457,Electrical,Street Light Not Working,2023-12-31 07:35:00.000000000,Jnanabharathi Ward,Closed,Attended,Gavi Siddiah/AEE
20437456,Electrical,Street Light Not Working,2023-12-31 07:27:00.000000000,Hosakerehalli,Closed,Attended,Umesh/AEE
20437455,Electrical,Street Light Not Working,2023-12-31 07:25:00.000000000,Dodda Bidarkallu,Closed,Attended,Gavi Siddiah/AEE
20437454,Electrical,Street Light Not Working,2023-12-31 07:15:00.000000000,Hosahalli,Closed,Attended,Umesh/AEE
20437453,Electrical,Street Light Not Working,2023-12-31 07:15:00.000000000,Uttarahalli,Closed,Attended,Sandeep/AEE
20437452,Electrical,Street Light Not Working,2023-12-31 07:08:00.000000000,Bagalagunte,Closed,Attended,Gurappa Y Doddamani/AEE
20437451,Electrical,Street Light Not Working,2023-12-31 07:07:00.000000000,Uttarahalli,Closed,Attended,Sandeep/AEE
20437450,Electrical,Street Light Not Working,2023-12-31 07:05:00.000000000,Jakkur,Closed,Resolved,Yelahanka AEE Electrical/AEE
20437449,Electrical,Street Light Not Working,2023-12-31 07:03:00.000000000,Lakkasandra,Closed,Attended,Jnanesh/AEE
20437448,Electrical,Street Light Not Working,2023-12-31 07:02:00.000000000,Basavanapura,Closed,Attended,Sachin Malagi/AE
20437447,Electrical,Street Light Not Working,2023-12-31 07:01:00.000000000,Jayachamarajendra Nagar,Closed,Attended,Sandeep Singh/AEE
20437446,Electrical,Street Light Not Working,2023-12-31 07:00:00.000000000,Dodda Bidarkallu,Closed,Attended,Gavi Siddiah/AEE
20437445,Electrical,Street Light Not Working,2023-12-31 07:00:00.000000000,Chikkalasandra,Closed,Attended,Umesh/AEE
20437444,Solid Waste (Garbage) Related,Garbage transfer not as per norms & area not kept clean,2023-12-31 07:00:00.000000000,Doddanekkundi,Closed,Attended,SWM AEE Mahadevapura sub division/AEE
20437443,Electrical,Street Light Not Working,2023-12-31 06:59:00.000000000,Shanthala Nagar,Closed,Attended,Durga Prasad/AEE
20437442,Electrical,Street Light Not Working,2023-12-31 06:47:00.000000000,Ullalu,Closed,Attended,Gavi Siddiah/AEE
20437441,Electrical,Street Light Not Working,2023-12-31 06:46:00.000000000,Rajarajeshwari Nagar,Closed,Attended,Gavi Siddiah/AEE
20437440,Electrical,Street Light Not Working,2023-12-31 06:45:00.000000000,Begur,Closed,Attended,Sandeep/AEE
20437439,Electrical,Street Light Not Working,2023-12-31 06:45:00.000000000,Rajarajeshwari Nagar,Closed,Attended,Gavi Siddiah/AEE
20437438,Electrical,Street Light Not Working,2023-12-31 06:44:00.000000000,Domlur,Closed,Attended,Durga Prasad/AEE
20437437,Electrical,Street Light Not Working,2023-12-31 06:43:00.000000000,Kavalbyrasandra,Closed,Attended,Sandeep Singh/AEE
20437436,Electrical,Street Light Not Working,2023-12-31 06:43:00.000000000,Ullalu,Closed,Attended,Gavi Siddiah/AEE
20437435,Electrical,Street Light Not Working,2023-12-31 06:40:00.000000000,Jakkur,Closed,Resolved,Yelahanka AEE Electrical/AEE
20437434,Electrical,Street Light Not Working,2023-12-31 06:39:00.000000000,Kammanahalli,Closed,Attended,Durga Prasad/AEE
20437433,Electrical,Street Light Not Working,2023-12-31 06:39:00.000000000,Hoodi,Closed,Attended,Sachin Malagi/AE
20437432,Electrical,Street Light Not Working,2023-12-31 06:38:00.000000000,Manorayanapalya,Closed,Attended,Sandeep Singh/AEE
20437431,Electrical,Street Light Not Working,2023-12-31 06:37:00.000000000,Arakere,Closed,Attended,Sandeep/AEE
20437430,Electrical,Street Light Not Working,2023-12-31 06:34:00.000000000,Yeshwanthpur,Closed,Attended,Gavi Siddiah/AEE
20437429,Electrical,Park Lights Not Working,2023-12-31 06:34:00.000000000,Uttarahalli,Closed,Attended,Sandeep/AEE
20437428,Electrical,Street Light Not Working,2023-12-31 06:30:00.000000000,Madiwala,Closed,Attended,Jnanesh/AEE
20437427,Electrical,Street Light Not Working,2023-12-31 06:28:00.000000000,Jakkasandra,Closed,Attended,Jnanesh/AEE
20437426,Road Maintenance(Engg),footpath encroachment,2023-12-31 06:25:00.000000000,Doddanekkundi,Closed,Attended,Srinivas Murthy/AEE
20437425,Electrical,Street Light Not Working,2023-12-31 06:24:00.000000000,Govindraja Nagara,Closed,complaint attended,Suresh/AEE
20437424,Electrical,Street Light Not Working,2023-12-31 06:19:00.000000000,Bharathi Nagar,Closed,Attended,Sandeep Singh/AEE
20437423,Electrical,Street Light Not Working,2023-12-31 06:10:00.000000000,Malleshwaram,Closed,Attended,Suresh/AEE
20437422,Electrical,Street Light Not Working,2023-12-31 06:05:00.000000000,K.R.Puram,Closed,Attended,Sachin Malagi/AE
20437421,Forest,Issues related Snakes/Birds/Monkeys,2023-12-31 06:03:00.000000000,Bellandur,Closed,Regular forest department is following up contact them  not bbmp,Sudharshan/DYRFO
20437420,Forest,obstructions Branches / Trees.,2023-12-31 06:02:00.000000000,Rajarajeshwari Nagar,Closed,The complaint has been resolved.,Jagadish V/DYRFO
20437419,Electrical,Street Light Not Working,2023-12-31 06:01:00.000000000,Manorayanapalya,Closed,Attended,Sandeep Singh/AEE
20437418,Road Maintenance(Engg),footpath encroachment,2023-12-31 06:01:00.000000000,Doddanekkundi,Closed,Resolved,Srinivas Murthy/AEE
20437417,Solid Waste (Garbage) Related,Garbage transfer not as per norms & area not kept clean,2023-12-31 06:00:00.000000000,Doddanekkundi,Closed,Attended,SWM AEE Mahadevapura sub division/AEE
20437416,Storm  Water Drain(SWD),Garbage thrown in storm water drain,2023-12-31 05:54:00.000000000,Jnanabharathi Ward,Long Term Solution,\N,Ragavendra R/AEE
20437415,Road Maintenance(Engg),footpath encroachment,2023-12-31 05:47:00.000000000,Doddanekkundi,Closed,Resolved,Srinivas Murthy/AEE
20437414,Road Maintenance(Engg),Road side drains,2023-12-31 05:35:00.000000000,Konanakunte,Closed,Resolved,VEERASH ALADAKATTI /AEE
20437413,Sanitation,Public toilet(s) blockage,2023-12-31 05:26:00.000000000,Hagadooru,Closed,Attended,SWM AEE Mahadevapura sub division/AEE
20437412,Solid Waste (Garbage) Related,Public dustbins not cleaned,2023-12-31 05:03:00.000000000,Agaram,Closed,close,Appuraju/AEE
20437411,Solid Waste (Garbage) Related,Garbage transfer not as per norms & area not kept clean,2023-12-31 05:00:00.000000000,Doddanekkundi,Closed,Attended,SWM AEE Mahadevapura sub division/AEE
20437410,Electrical,Street Light Not Working,2023-12-31 04:58:00.000000000,Pulikeshi Nagar,Closed,Attended,Sandeep Singh/AEE
20437409,Electrical,Street Light Not Working,2023-12-31 04:57:00.000000000,Sanjay Nagar,Closed,Attended,Sandeep Singh/AEE
20437408,Electrical,Street Light Not Working,2023-12-31 04:39:00.000000000,Konanakunte,Closed,Attended,Sandeep/AEE
20437407,Electrical,Street Light Not Working,2023-12-31 04:37:00.000000000,K.R.Puram,Closed,Attended,Sachin Malagi/AE
20437406,Electrical,Street Light Not Working,2023-12-31 04:37:00.000000000,Jeevanbhima Nagar,Closed,Attended,Durga Prasad/AEE
20437405,Electrical,Street Light Not Working,2023-12-31 04:33:00.000000000,Bharathi Nagar,Closed,Attended,Sandeep Singh/AEE
20437404,Solid Waste (Garbage) Related,Burning of Garbage in Open Space,2023-12-31 04:31:00.000000000,Banaswadi,Closed,attended,Mamatha M.S/AEE
20437403,Others,Others,2023-12-31 04:27:00.000000000,Ramamurthy Nagar,In Progress,BWSSB-2024-01-09-363595,Gultaj Fathima/Nodal officer
20437402,Electrical,Street Light Not Working,2023-12-31 04:21:00.000000000,Horamavu,Closed,Attended,Sachin Malagi/AE
20437401,Electrical,Street Light Not Working,2023-12-31 04:18:00.000000000,Visvesvarapuram,Closed,Attended,Jnanesh/AEE
20437400,Solid Waste (Garbage) Related,Garbage transfer not as per norms & area not kept clean,2023-12-31 04:00:00.000000000,Doddanekkundi,Closed,Attended,SWM AEE Mahadevapura sub division/AEE
20437399,Solid Waste (Garbage) Related,Dead animal(s),2023-12-31 03:37:00.000000000,Jakkur,Closed,Attended,Shivakumar/AEE
20437398,Solid Waste (Garbage) Related,Garbage dump,2023-12-31 03:34:00.000000000,J.P.Park,Closed,C,Prakash /AEE
20437397,Solid Waste (Garbage) Related,Sweeping not done,2023-12-31 03:32:00.000000000,Kottigepalya,Closed,C,Prakash /AEE
20437396,Electrical,Street Light Not Working,2023-12-31 03:32:00.000000000,Manorayanapalya,Closed,Attended,Sandeep Singh/AEE
20437395,Solid Waste (Garbage) Related,Garbage dump,2023-12-31 03:31:00.000000000,Banaswadi,Closed,attended,Mamatha M.S/AEE
20437394,Solid Waste (Garbage) Related,Sweeping not done,2023-12-31 03:29:00.000000000,Rajarajeshwari Nagar,Closed,C,Prakash /AEE
20437393,Electrical,Street Light Not Working,2023-12-31 03:27:00.000000000,Kottigepalya,Closed,Attended,Gavi Siddiah/AEE
20437392,Electrical,Street Light Not Working,2023-12-31 03:27:00.000000000,Kottigepalya,Closed,Attended,Gavi Siddiah/AEE
20437391,Electrical,Street Light Not Working,2023-12-31 03:25:00.000000000,Gottigere,Closed,Attended,Sandeep/AEE
20437390,Solid Waste (Garbage) Related,Public dustbins not cleaned,2023-12-31 03:24:00.000000000,Padmanabha Nagar,Closed,Attend the complent,Santhosh Kumar H S/AEE
20437389,Solid Waste (Garbage) Related,Public dustbins not cleaned,2023-12-31 03:21:00.000000000,Shettyhalli,Closed,Cleared,Shwetha/AEE
20437388,Solid Waste (Garbage) Related,Garbage dump,2023-12-31 03:20:00.000000000,Aramane Nagar,Closed,Attended,Rekka/AEE
20437387,Solid Waste (Garbage) Related,Garbage dump,2023-12-31 03:18:00.000000000,Mallasandra,Closed,Cleared,Shwetha/AEE
20437386,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2023-12-31 03:14:00.000000000,Hoodi,Closed,Attend,SWM AEE Mahadevapura sub division/AEE
20437385,Solid Waste (Garbage) Related,Complaint against SW collector/ SWM official for violation of SWM Rules,2023-12-31 03:10:00.000000000,HSR Layout,Closed,Attend The Complaint,Netravathi/AEE
20437384,Solid Waste (Garbage) Related,Garbage transfer not as per norms & area not kept clean,2023-12-31 03:00:00.000000000,Doddanekkundi,Closed,Attended,SWM AEE Mahadevapura sub division/AEE
20437383,Advertisement,Flex and banners,2023-12-31 02:46:00.000000000,Deepanjali Nagar,Registered,Transferred Task,Venkatesh K/ARO
20437382,Solid Waste (Garbage) Related,Garbage transfer not as per norms & area not kept clean,2023-12-31 12:00:00.000000000,Doddanekkundi,Closed,Attended,SWM AEE Mahadevapura sub division/AEE
20437381,Electrical,Street Light Not Working,2023-12-31 11:52:00.000000000,Herohalli,Closed,Complaint belongs to BDA contact BDA,Gavi Siddiah/AEE
20437380,Road Maintenance(Engg),footpath encroachment,2023-12-31 11:50:00.000000000,K.R.Puram,Closed,Resolved,Pampapathi/AEE
20437379,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2023-12-31 11:46:00.000000000,Benniganahalli,Closed,Clear,Prasanna/AEE
20437378,Electrical,Street Light Not Working,2023-12-31 11:46:00.000000000,Hongasandra,Closed,Attended,Sandeep/AEE
20437377,Electrical,Street Light Not Working,2023-12-31 11:43:00.000000000,Vignana Nagar,Closed,Attended,Sachin Malagi/AE
20437376,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2023-12-31 11:40:00.000000000,Maruthi Seva Nagar,Closed,attended,Mamatha M.S/AEE
20437375,Road Infrastructure,Road Infrastructure,2023-12-31 11:38:00.000000000,Lakkasandra,Closed,Attended,Ramchandra despande /AEE
20437374,Electrical,Street Light Not Working,2023-12-31 11:37:00.000000000,Vignana Nagar,Closed,Attended,Sachin Malagi/AE
20437373,Electrical,Street Light Not Working,2023-12-31 11:19:00.000000000,Madiwala,Closed,Attended,Jnanesh/AEE
20437372,Revenue Department,"Khata Services (Registration, Transfer, Bifurcation and Amalgamation)",2023-12-31 11:17:00.000000000,Horamavu,Closed,already this complaint is closed,Prakash/RO
20437371,Solid Waste (Garbage) Related,Garbage transfer not as per norms & area not kept clean,2023-12-31 11:00:00.000000000,Doddanekkundi,Closed,Attended,SWM AEE Mahadevapura sub division/AEE
20437370,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2023-12-31 10:58:00.000000000,Laggere,Closed,C,Prakash /AEE
20437369,Solid Waste (Garbage) Related,Garbage dump,2023-12-31 10:57:00.000000000,Hebbal,Closed,Clear,Rudramuni/AEE
20437368,Electrical,Street Light Not Working,2023-12-31 10:48:00.000000000,Subedarapalya,Closed,complaint attended,Suresh/AEE
20437367,Solid Waste (Garbage) Related,Complaint against SW collector/ SWM official for violation of SWM Rules,2023-12-31 10:48:00.000000000,Shettyhalli,Closed,Cleared,Shwetha/AEE
20437366,Road Maintenance(Engg),Potholes,2023-12-31 10:45:00.000000000,Hampi Nagar,Closed,Resolved,AE Ward 133/AE
20437365,Electrical,Street Light Not Working,2023-12-31 10:45:00.000000000,BTM Layout,Closed,Attended,Jnanesh/AEE
20437364,Electrical,Street Light Not Working,2023-12-31 10:44:00.000000000,Herohalli,Closed,Attended,Gavi Siddiah/AEE
20437363,Road Maintenance(Engg),footpath encroachment,2023-12-31 10:43:00.000000000,Sanjay Nagar,Closed,Complaint Resolved and Closed.,Madhav rao/AEE
20437362,Solid Waste (Garbage) Related,Sweeping not done,2023-12-31 10:43:00.000000000,Malleshwaram,Closed,Attended,Rekka/AEE
20437361,Solid Waste (Garbage) Related,Garbage dump,2023-12-31 10:43:00.000000000,Konanakunte,Closed,Attend the complent,Santhosh Kumar H S/AEE
20437360,Electrical,Street Light Not Working,2023-12-31 10:36:00.000000000,Konanakunte,Closed,Attended,Sandeep/AEE
20437359,Storm  Water Drain(SWD),Maintenance of SWD,2023-12-31 10:24:00.000000000,Vignana Nagar,Registered,Transferred Task,Prashanth/AE
20437358,Electrical,Street Light Not Working,2023-12-31 10:23:00.000000000,Vasanthapura,Closed,Attended,Sandeep/AEE
20437357,Electrical,Street Light Not Working,2023-12-31 10:22:00.000000000,Nagapura,Closed,Attended,Suresh/AEE
20437356,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2023-12-31 10:22:00.000000000,Hoodi,Closed,Attended,SWM AEE Mahadevapura sub division/AEE
20437355,Solid Waste (Garbage) Related,Garbage dump,2023-12-31 10:16:00.000000000,Shettyhalli,Closed,Cleared,Shwetha/AEE
20437354,Road Maintenance(Engg),UnAuthorised Constructions,2023-12-31 10:11:00.000000000,Vignana Nagar,Closed,Close,Vijay Kumar /AEE
20437353,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2023-12-31 10:09:00.000000000,Jayangar,Closed,Attended,Ranga Swamy/AEE
20437352,Electrical,Street Light Not Working,2023-12-31 10:08:00.000000000,Radhakrishna Temple,Closed,Attended,Sandeep Singh/AEE
20437351,Solid Waste (Garbage) Related,Dead animal(s),2023-12-31 10:07:00.000000000,Muneshwara Nagar,Closed,Complaint attended,Jyothi/AEE
20437350,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2023-12-31 10:04:00.000000000,Kottigepalya,Closed,C,Prakash /AEE
20437349,Electrical,Street Light Not Working,2023-12-31 10:01:00.000000000,Ullalu,Closed,Attended,Gavi Siddiah/AEE
20437348,Solid Waste (Garbage) Related,Garbage transfer not as per norms & area not kept clean,2023-12-31 10:01:00.000000000,Doddanekkundi,Closed,Attended,SWM AEE Mahadevapura sub division/AEE
20437347,Solid Waste (Garbage) Related,Sweeping not done,2023-12-31 09:54:00.000000000,Jakkur,Closed,Attended,Shivakumar/AEE
20437346,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2023-12-31 09:54:00.000000000,Yelahanka old Satellite Town,Closed,Cleared,SWM AEE Ward 1 to 4/AEE
20437345,Electrical,Street Light Not Working,2023-12-31 09:44:00.000000000,HSR Layout,Closed,Attended,Sandeep/AEE
20437344,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2023-12-31 09:42:00.000000000,Shakambari Nagar,Closed,complaint cleared,Shashikala T J/AEE
20437343,Electrical,Street Lights Switched On During Day Time,2023-12-31 09:39:00.000000000,Bommanahalli,Closed,Attended,Sandeep/AEE
20437342,Solid Waste (Garbage) Related,Garbage dump,2023-12-31 09:39:00.000000000,Jayangar,Closed,Attended,Ranga Swamy/AEE
20437341,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2023-12-31 09:22:00.000000000,Hoodi,Closed,Attended,SWM AEE Mahadevapura sub division/AEE
20437340,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2023-12-31 09:20:00.000000000,Thanisandra,Closed,Attended,Shivakumar/AEE
20437339,Solid Waste (Garbage) Related,Garbage dump,2023-12-31 09:14:00.000000000,Chokkasandra,Closed,Cleared,Shwetha/AEE
20437338,veterinary,Animal birth control/neutering of stray dogs,2023-12-31 09:09:00.000000000,Kodigehalli,Closed,Attended,Dr M H Reddy/ADAH
20437337,Solid Waste (Garbage) Related,Dead animal(s),2023-12-31 09:04:00.000000000,Jeevanbhima Nagar,Closed,Cleared,Prasanna/AEE
20437336,Solid Waste (Garbage) Related,Garbage transfer not as per norms & area not kept clean,2023-12-31 09:00:00.000000000,Doddanekkundi,Closed,Attended,SWM AEE Mahadevapura sub division/AEE
20437335,Solid Waste (Garbage) Related,Complaint against SW collector/ SWM official for violation of SWM Rules,2023-12-31 09:00:00.000000000,BTM Layout,Closed,Cleared,Santoshkumar/AEE
20437334,Solid Waste (Garbage) Related,Dead animal(s),2023-12-31 09:00:00.000000000,Madiwala,Closed,Cleared,Santoshkumar/AEE
20437333,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2023-12-31 08:58:00.000000000,Vijanapura,Closed,Cleared,Mageshwari R/JHI
20437332,Electrical,Street Light Not Working,2023-12-31 08:54:00.000000000,Singasandra,Closed,Attended,Sandeep/AEE
20437331,Solid Waste (Garbage) Related,Garbage dump,2023-12-31 08:53:00.000000000,Newthippasandra,Closed,Clear,Prasanna/AEE
20437330,Forest,Removal of dead/fallen trees,2023-12-31 08:49:00.000000000,Vidyaranyapura,Closed,Cleared,Mutturaju KP/DYRFO
20437329,Solid Waste (Garbage) Related,Garbage dump,2023-12-31 08:45:00.000000000,Shanthala Nagar,Closed,close,Appuraju/AEE
20437328,Solid Waste (Garbage) Related,Sweeping not done,2023-12-31 08:43:00.000000000,Nandini Layout,Closed,Arranged,Suresh.K.N./JHI
20437327,Solid Waste (Garbage) Related,Burning of Garbage in Open Space,2023-12-31 08:38:00.000000000,Arakere,Closed,Attend the complent,Santhosh Kumar H S/AEE
20437326,Solid Waste (Garbage) Related,Garbage dump,2023-12-31 08:37:00.000000000,Shanthala Nagar,Closed,close,Appuraju/AEE
20437325,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2023-12-31 08:37:00.000000000,Horamavu,Closed,No,Harish Kumar K V /JHI
20437324,Electrical,Street Light Not Working,2023-12-31 08:26:00.000000000,Vidyaranyapura,Closed,New street light to be installed,Yelahanka AEE Electrical/AEE
20437323,Solid Waste (Garbage) Related,Garbage dump,2023-12-31 08:20:00.000000000,Jayachamarajendra Nagar,Closed,Clear,Rudramuni/AEE
