Complaint ID,Category,Sub Category,Grievance Date,Ward Name,Grievance Status,Staff Remarks,Staff Name
20318207,Solid Waste (Garbage) Related,Garbage dumping in vacant sites,2022-12-31 02:18:00.000000000,Vasanthapura,Closed,Attend the complent,Santhosh Kumar H S/AEE
20318206,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2022-12-31 02:13:00.000000000,Jnanabharathi Ward,Closed,C,Prakash /AEE
20318205,Road Maintenance(Engg),Potholes,2022-12-31 02:11:00.000000000,Sunkenahalli,Closed,Attended,Pradeep/AEE
20318204,Solid Waste (Garbage) Related,Sweeping not done,2022-12-31 02:08:00.000000000,Sudam Nagar,Closed,Attended,Ranga Swamy/AEE
20318203,Road Maintenance(Engg),water leakage on road,2022-12-31 02:03:00.000000000,Jakkur,Closed,Closed,Uma Shankar /Nodel Officer
20318202,Road Maintenance(Engg),Road side drains,2022-12-31 01:56:00.000000000,K.R.Puram,Closed,Resolved,Pampapathi/AEE
20318201,veterinary,Animal birth control/neutering of stray dogs,2022-12-31 01:55:00.000000000,Chikkalasandra,Closed,.,M G Halli/ADAH
20318200,Solid Waste (Garbage) Related,Sweeping not done,2022-12-31 01:54:00.000000000,Singasandra,Closed,Resolved,Netravathi/AEE
20318199,Road Maintenance(Engg),Road side drains,2022-12-31 01:53:00.000000000,Begur,Closed,action initiated,Nilkanthaya/AEE
20318198,Road Maintenance(Engg),footpath encroachment,2022-12-31 01:52:00.000000000,Kuvempu Nagar,Closed,Resolved,Beeresh/AEE
20318197,Road Maintenance(Engg),Road cutting,2022-12-31 01:51:00.000000000,Sampangiram Nagar,Closed,cleared,Chandhan/AE
20318196,Electrical,Street Light Not Working,2022-12-31 01:47:00.000000000,K.R.Puram,Closed,Attended,Sharath Kumar/AEE
20318195,Electrical,Street Light Not Working,2022-12-31 01:43:00.000000000,HBR Layout,Closed,Attended,Durga Prasad/AEE
20318194,Electrical,Street Light Not Working,2022-12-31 01:41:00.000000000,Shanthala Nagar,Closed,Attended,Durga Prasad/AEE
20318193,Lakes,Lake not maintained properly,2022-12-31 01:41:00.000000000,Singasandra,Closed,The sludge formed in the lake is being cleaned/removed. And the issue is resolved.,Usha Rani/AE
20318192,Electrical,Street Light Not Working,2022-12-31 01:35:00.000000000,Ulsoor,Closed,Antended,Sandeep Singh/AEE
20318191,Electrical,Street Light Not Working,2022-12-31 01:35:00.000000000,Thanisandra,Closed,Resolved,Yelahanka AEE Electrical/AEE
20318190,Forest,obstructions Branches / Trees.,2022-12-31 01:34:00.000000000,Marappana Palya,Closed,Give application take permission,sudarshan/DYRFO
20318189,Solid Waste (Garbage) Related,Garbage dump,2022-12-31 01:31:00.000000000,Rajarajeshwari Nagar,Closed,C,Prakash /AEE
20318188,Electrical,Street Light Not Working,2022-12-31 01:30:00.000000000,Kodigehalli,Closed,Resolved,Yelahanka AEE Electrical/AEE
20318187,Road Maintenance(Engg),Debris Removal / Construction Material,2022-12-31 01:30:00.000000000,Hombegowda Nagar,Closed,Attended,N.S.Nagendra./AEE
20318186,Electrical,Street Light Not Working,2022-12-31 01:28:00.000000000,Herohalli,Closed,ATTENDED,Gavi Siddiah/AEE
20318185,Road Maintenance(Engg),Road side drains,2022-12-31 01:20:00.000000000,Ramaswamy Palya,Closed,Resolved,Rafii/AE
20318184,Road Maintenance(Engg),Debris Removal / Construction Material,2022-12-31 01:19:00.000000000,Sunkenahalli,Closed,Attended,Pradeep/AEE
20318183,veterinary,Stray dog related complaints,2022-12-31 01:18:00.000000000,Bharathi Nagar,Closed,\N,DR Mallappa Devadu/ADAH
20318182,Electrical,Street Light Not Working,2022-12-31 01:17:00.000000000,Shankaramata,Closed,ATTENDED,Suresh/AEE
20318181,Electrical,Street Lights Switched On During Day Time,2022-12-31 01:04:00.000000000,K.R.Puram,Closed,Attended,Sharath Kumar/AEE
20318180,Lakes,Lake not maintained properly,2022-12-31 01:00:00.000000000,Singasandra,Closed,The sludge formed in the lake is being removed & the issue is resolved.,Usha Rani/AE
20318179,Health Dept,Spraying,2022-12-31 12:59:00.000000000,Padmanabha Nagar,Closed,CLOSED,Dr Kalpana/MOH
20318178,Electrical,Street Light Not Working,2022-12-31 12:55:00.000000000,Rajamahal,Closed,ATTENDED,Suresh/AEE
20318177,Optical Fiber Cables (OFC),Without permission digging of road,2022-12-31 12:50:00.000000000,Jayangar,Closed,completed,Narashimaiah/AE
20318176,Electrical,Street Light Not Working,2022-12-31 12:43:00.000000000,Dattathreya Temple,Closed,ATTENDED,Suresh/AEE
20318175,Electrical,Street Light Not Working,2022-12-31 12:43:00.000000000,Yelachenahalli,Closed,Attended,Sandeep/AEE
20318174,Lakes,Dumping of garbage into lake,2022-12-31 12:42:00.000000000,Singasandra,Closed,The sludge formed in the lake is being removed. And the issue has been resolved.,Usha Rani/AE
20318173,Electrical,Street Light Not Working,2022-12-31 12:41:00.000000000,Ullalu,Closed,ATTENDED,Gavi Siddiah/AEE
20318172,Electrical,Street Light Not Working,2022-12-31 12:33:00.000000000,Vasanth Nagar,Closed,Antended,Sandeep Singh/AEE
20318171,Road Maintenance(Engg),Road side drains,2022-12-31 12:29:00.000000000,Doddanekkundi,Closed,Resolved,Srinivas Murthy/AEE
20318170,Electrical,Street Light Not Working,2022-12-31 12:25:00.000000000,Banashankari Temple Ward,Closed,Attended,Umesh/AEE
20318169,Electrical,Street Light Not Working,2022-12-31 12:22:00.000000000,Attiguppe,Closed,Attended,Umesh/AEE
20318168,Solid Waste (Garbage) Related,Sweeping not done,2022-12-31 12:21:00.000000000,Rajagopala Nagar,Closed,Cleared,Shwetha/AEE
20318167,Electrical,Street Light Not Working,2022-12-31 12:16:00.000000000,Rajarajeshwari Nagar,Closed,ATTENDED,Gavi Siddiah/AEE
20318166,Lakes,Sewage inflow to lake,2022-12-31 12:14:00.000000000,Singasandra,Closed,The sewage entry issue to the lake has been intimated to BWSSB dept. and presently the sewage inflow to the lake has been stopped and the issue has been resolved.,Usha Rani/AE
20318165,Electrical,Street Light Not Working,2022-12-31 12:09:00.000000000,Vishwanathnagenahalli,Closed,Antended,Sandeep Singh/AEE
20318164,Lakes,Sewage inflow to lake,2022-12-31 12:08:00.000000000,Singasandra,Closed,The sludge formed in the lake is being removed and the issue has been resolved.,Usha Rani/AE
20318163,Road Maintenance(Engg),Debris Removal / Construction Material,2022-12-31 12:06:00.000000000,Sunkenahalli,Closed,Attended,Pradeep/AEE
20318162,Road Maintenance(Engg),Road side drains,2022-12-31 12:06:00.000000000,Ramamurthy Nagar,Closed,Resolved,Vinay/AEE
20318161,Electrical,Street Light Not Working,2022-12-31 12:05:00.000000000,Sarakki,Closed,Attended,Umesh/AEE
20318160,Solid Waste (Garbage) Related,Sweeping not done,2022-12-31 12:04:00.000000000,Mallasandra,Closed,Cleared,Shwetha/AEE
20318159,Solid Waste (Garbage) Related,Sweeping not done,2022-12-31 12:03:00.000000000,Thanisandra,Closed,Dress,Shivakumar/AEE
20318158,Electrical,Street Light Not Working,2022-12-31 11:59:00.000000000,Singasandra,Closed,Attended,Sandeep/AEE
20318157,Road Infrastructure,Road Infrastructure,2022-12-31 11:55:00.000000000,Bellandur,Closed,The Complaint has been resolved,K V Prakash/AEE
20318156,Road Maintenance(Engg),Road side drains,2022-12-31 11:51:00.000000000,Yelachenahalli,Closed,Closed,ROHIT T/AEE
20318155,Electrical,Street Light Not Working,2022-12-31 11:47:00.000000000,Ullalu,Closed,ATTENDED,Gavi Siddiah/AEE
20318154,Electrical,Street Light Not Working,2022-12-31 11:45:00.000000000,Thanisandra,Closed,Resolved,Yelahanka AEE Electrical/AEE
20318153,Road Maintenance(Engg),Footpath,2022-12-31 11:41:00.000000000,Govindraja Nagara,Closed,Removed the banner,Alok Sheety/AEE
20318152,Forest,obstructions Branches / Trees.,2022-12-31 11:36:00.000000000,Anjanapur,Registered,Transferred Task,Narendra Babu/RFO
20318151,Others,Others,2022-12-31 11:35:00.000000000,Arakere,Closed,"As per citizen conformation,so this complaint has been closed",Gultaj Fathima/Nodal officer
20318150,Solid Waste (Garbage) Related,Sweeping not done,2022-12-31 11:33:00.000000000,Vignana Nagar,Closed,Cleared,Amith B C/JHI
20318149,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2022-12-31 11:32:00.000000000,T-Dasarahalli,Closed,Cleared,Shwetha/AEE
20318148,Road Maintenance(Engg),Potholes,2022-12-31 11:30:00.000000000,Vignana Nagar,Closed,resolved,Vijay Kumar /AEE
20318147,Solid Waste (Garbage) Related,Garbage dumping in vacant sites,2022-12-31 11:29:00.000000000,Doddanekkundi,Closed,Attended,SWM AEE Mahadevapura sub division/AEE
20318146,Solid Waste (Garbage) Related,Garbage dump,2022-12-31 11:28:00.000000000,Singasandra,Closed,Resolved,Netravathi/AEE
20318145,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2022-12-31 11:28:00.000000000,Sarakki,Closed,Cleared,Shashikala T J/AEE
20318144,Road Maintenance(Engg),Footpath,2022-12-31 11:26:00.000000000,Shakambari Nagar,Closed,Cleared,Vanaraju.P/AEE
20318143,Electrical,Street Light Not Working,2022-12-31 11:21:00.000000000,Moodalapalya,Closed,ATTENDED,Suresh/AEE
20318142,Road Maintenance(Engg),Footpath,2022-12-31 11:21:00.000000000,Shakambari Nagar,Closed,Resolved,Vanaraju.P/AEE
20318141,Solid Waste (Garbage) Related,Garbage transfer not as per norms & area not kept clean,2022-12-31 11:20:00.000000000,Gandhi Nagar,Closed,Cleared,Ramanathan/JHI
20318140,Road Infrastructure,Road Infrastructure,2022-12-31 11:18:00.000000000,K.R.Market,Closed,Rectified,Manjunath/AEE
20318139,Forest,obstructions Branches / Trees.,2022-12-31 11:18:00.000000000,Kottigepalya,Closed,The Complaint has been resolved.,Jagadish V/DYRFO
20318138,Electrical,Street Light Not Working,2022-12-31 11:17:00.000000000,Hoodi,Closed,Attended,Sharath Kumar/AEE
20318137,Solid Waste (Garbage) Related,Sweeping not done,2022-12-31 11:13:00.000000000,Pattabhiram Nagar,Closed,Cleared,Shashikala T J/AEE
20318136,Road Maintenance(Engg),footpath encroachment,2022-12-31 11:04:00.000000000,Pattabhiram Nagar,Closed,Closed,Uma Shankar /Nodel Officer
20318135,Solid Waste (Garbage) Related,Garbage dump,2022-12-31 11:02:00.000000000,Pattabhiram Nagar,Closed,Cleared,Shashikala T J/AEE
20318134,Solid Waste (Garbage) Related,Sweeping not done,2022-12-31 11:01:00.000000000,BTM Layout,Closed,Closed,Uma Shankar /Nodel Officer
20318133,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2022-12-31 11:00:00.000000000,Hemmigepura,Closed,Attended,Smt Poornima J B/AEE
20318132,Electrical,Street Light Not Working,2022-12-31 10:55:00.000000000,Arakere,Closed,Attended,Sandeep/AEE
20318131,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2022-12-31 10:54:00.000000000,Rajarajeshwari Nagar,Closed,C,Prakash /AEE
20318130,Road Maintenance(Engg),Overhanging cables,2022-12-31 10:54:00.000000000,Pattabhiram Nagar,Closed,Resolved,Narashima Murthy/AEE
20318129,Road Infrastructure,Road Infrastructure,2022-12-31 10:53:00.000000000,Pattabhiram Nagar,Closed,Attended,VENKATESH murthy H	/AE
20318128,Lakes,Lake not maintained properly,2022-12-31 10:53:00.000000000,Singasandra,Closed,Maintenance work of lake is regularly done. The lake & waterbody is being cleaned and the issue has been resolved.,Usha Rani/AE
20318127,Road Maintenance(Engg),Road side drains,2022-12-31 10:49:00.000000000,Basavanapura,Closed,Resolved,Pampapathi/AEE
20318126,Electrical,Street Light Not Working,2022-12-31 10:47:00.000000000,Jnanabharathi Ward,Closed,ATTENDED,Gavi Siddiah/AEE
20318125,Road Infrastructure,Road Infrastructure,2022-12-31 10:43:00.000000000,Pattabhiram Nagar,Closed,Attended,VENKATESH murthy H	/AE
20318124,Electrical,Street Light Not Working,2022-12-31 10:43:00.000000000,Jakkur,Closed,Resolved,Yelahanka AEE Electrical/AEE
20318123,Forest,obstructions Branches / Trees.,2022-12-31 10:42:00.000000000,Sarakki,Closed,Resolved,Vinay Kumar.C/DYRFO
20318122,Solid Waste (Garbage) Related,Garbage dump,2022-12-31 10:42:00.000000000,J.P.Nagar,Closed,Cleared,Shashikala T J/AEE
20318121,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2022-12-31 10:41:00.000000000,Nayandanahalli,Closed,Cleard,Abhinaya M S/JHI
20318120,Electrical,Street Light Not Working,2022-12-31 10:41:00.000000000,HSR Layout,Closed,Attended,Sandeep/AEE
