Complaint ID,Category,Sub Category,Grievance Date,Ward Name,Grievance Status,Staff Remarks,Staff Name
20260625,Solid Waste (Garbage) Related,Sweeping not done,2021-12-25 12:32:00.000000000,Benniganahalli,Rejected,"Rejected , This complaint is not comes under BBMP Limit, Please visit nearest Panchayat office, Thank you.",BBMP Whatsapp/Customer Support Representative
20260624,Solid Waste (Garbage) Related,Public dustbins not cleaned,2021-12-24 02:52:00.000000000,Benniganahalli,Rejected,"Rejected , This complaint is not comes under BBMP Limit, Please visit nearest Panchayat office, Thank you.",BBMP Whatsapp/Customer Support Representative
20260623,Solid Waste (Garbage) Related,Sweeping not done,2021-12-24 02:01:00.000000000,Benniganahalli,Rejected,"Rejected , This complaint is not comes under BBMP Limit, Please visit nearest Panchayat office, Thank you.",BBMP Whatsapp/Customer Support Representative
20260622,Solid Waste (Garbage) Related,Public dustbins not cleaned,2021-12-24 02:00:00.000000000,Benniganahalli,Rejected,"Rejected , This complaint is not comes under BBMP Limit, Please visit nearest Panchayat office, Thank you.",BBMP Whatsapp/Customer Support Representative
20260621,Solid Waste (Garbage) Related,Public dustbins not cleaned,2021-12-24 01:57:00.000000000,Benniganahalli,Rejected,"Rejected , This complaint is not comes under BBMP Limit, Please visit nearest Panchayat office, Thank you.",BBMP Whatsapp/Customer Support Representative
20260620,Solid Waste (Garbage) Related,Public dustbins not cleaned,2021-12-24 01:55:00.000000000,Benniganahalli,Rejected,"Rejected , This complaint is not comes under BBMP Limit, Please visit nearest Panchayat office, Thank you.",BBMP Whatsapp/Customer Support Representative
20260619,Solid Waste (Garbage) Related,Sweeping not done,2021-12-24 01:50:00.000000000,Benniganahalli,Rejected,"Rejected , This complaint is not comes under BBMP Limit, Please visit nearest Panchayat office, Thank you.",BBMP Whatsapp/Customer Support Representative
20260618,CORONA COVID19,Others,2021-12-24 12:32:00.000000000,Benniganahalli,Registered,1st Assignment Based on Ward Mapping,Dr.Balchandar/CHO
20260617,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2021-12-24 12:27:00.000000000,Benniganahalli,Rejected,"Rejected , This complaint is not comes under BBMP Limit, Please visit nearest Panchayat office, Thank you.",BBMP Whatsapp/Customer Support Representative
20260616,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2021-12-24 08:25:00.000000000,Hegganahalli,Closed,Cleared,Shwetha/AEE
20260615,Solid Waste (Garbage) Related,Garbage dump,2021-12-23 05:37:00.000000000,Horamavu,Closed,Attended,Harish Kumar K V /JHI
20260612,Others,Others,2021-12-31 01:21:00.000000000,Rajaji Nagar,Registered,Forwarded Task,BBMP Whatsapp/Customer Support Representative
20260611,Road Maintenance(Engg),Road side drains,2021-12-30 09:51:00.000000000,Lingarajapuram,Closed,Problem resolved,Vinayaka  Vasudev/AEE
20260610,CORONA COVID19,Others,2021-12-30 03:39:00.000000000,Herohalli,Registered,1st Assignment Based on Ward Mapping,Dr.Balchandar/CHO
20260609,Solid Waste (Garbage) Related,Segregation of waste is not done,2021-12-30 01:28:00.000000000,Kammanahalli,Closed,Close,Mamatha M.S/AEE
20260608,Solid Waste (Garbage) Related,Segregation of waste is not done,2021-12-30 01:27:00.000000000,Kammanahalli,Closed,Close,Mamatha M.S/AEE
20260607,Solid Waste (Garbage) Related,Garbage dump,2021-12-30 12:17:00.000000000,Benniganahalli,Rejected,"Rejected , This complaint is not comes under BBMP Limit, Please visit nearest Panchayat office, Thank you.",BBMP Whatsapp/Customer Support Representative
20260606,Solid Waste (Garbage) Related,Garbage dump,2021-12-30 11:21:00.000000000,Bellandur,Closed,Attend,SWM AEE Mahadevapura sub division/AEE
20260605,Solid Waste (Garbage) Related,Sweeping not done,2021-12-30 10:04:00.000000000,Hagadooru,Closed,Resolved Complaint -Swacchata,Somshekar Reddy D N /JHI
20260604,CORONA COVID19,Others,2021-12-30 08:02:00.000000000,Benniganahalli,Registered,1st Assignment Based on Ward Mapping,Dr.Balchandar/CHO
20260603,Solid Waste (Garbage) Related,Garbage dump,2021-12-29 08:13:00.000000000,Dattathreya Temple,Closed,Resolved Complaint -Swacchata,Krishna/JHI
20260602,CORONA COVID19,Others,2021-12-28 02:21:00.000000000,Kengeri,Registered,1st Assignment Based on Ward Mapping,Dr.Balchandar/CHO
20260601,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2021-12-28 01:58:00.000000000,Gandhi Nagar,Closed,Resolved Complaint -Swacchata,Ramanathan/JHI
20260600,Solid Waste (Garbage) Related,Garbage dump,2021-12-27 04:45:00.000000000,Dodda Bidarkallu,Closed,Attended,Smt Poornima J B/AEE
20199863,Health Dept,Air/Noise pollution,2021-12-31 11:04:00.000000000,Bilekahalli,Closed,Resolved,Dr. Nagendra /MOH
20199862,Electrical,Street Light Not Working,2021-12-31 10:57:00.000000000,Bellandur,Closed,Attended,Sharath Kumar/AEE
20199861,Solid Waste (Garbage) Related,Garbage dumping in vacant sites,2021-12-31 10:51:00.000000000,Kumaraswamy Layout,Closed,Cleared,Manjunatha T R/AEE
20199860,Electrical,Requirement For New Street Lights,2021-12-31 10:48:00.000000000,Kumaraswamy Layout,Closed,Attended.,Umesh/AEE
20199859,Electrical,Street Light Not Working,2021-12-31 10:36:00.000000000,HBR Layout,Closed,Attended,Durga Prasad/AEE
20199858,Electrical,Street Light Not Working,2021-12-31 10:22:00.000000000,Dodda Bidarkallu,Closed,attended,Gavi Siddiah/AEE
20199857,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2021-12-31 10:15:00.000000000,Muneshwara Nagar,Closed,Attended,Jyothi/AEE
20199856,Electrical,Street Light Not Working,2021-12-31 10:12:00.000000000,Basavanapura,Closed,Attended,Sharath Kumar/AEE
20199855,Electrical,Street Light Not Working,2021-12-31 10:08:00.000000000,Muneshwara Nagar,Closed,Attended,Sandeep Singh/AEE
20199854,Solid Waste (Garbage) Related,Garbage dump,2021-12-31 10:01:00.000000000,Mallasandra,Rejected,"This complaint has been Resolved,as per citizen confirmation this complaint will be rejected",BBMP Whatsapp/Customer Support Representative
20199853,Road Maintenance(Engg),Debris Removal / Construction Material,2021-12-31 09:54:00.000000000,Govindraja Nagara,Rejected,"REJECTED, As per citizen conformation, this complaint has been REJECTED",BBMP Whatsapp/Customer Support Representative
20199852,Electrical,Street Light Not Working,2021-12-31 09:50:00.000000000,T-Dasarahalli,Closed,Attended,Gurappa Y Doddamani/AEE
20199851,Electrical,Street Light Not Working,2021-12-31 09:42:00.000000000,Puttenahalli,Closed,Attended,Sandeep/AEE
20199850,Electrical,Street Light Not Working,2021-12-31 09:36:00.000000000,Ganga Nagar,Closed,Attended,Sandeep Singh/AEE
20199849,Electrical,Street Light Not Working,2021-12-31 09:27:00.000000000,Jayamahal,Closed,Attended,Sandeep Singh/AEE
20199848,Electrical,Street Light Not Working,2021-12-31 09:12:00.000000000,Begur,Closed,Attended,Sandeep/AEE
20199847,Road Maintenance(Engg),Road cutting,2021-12-31 09:07:00.000000000,Malleshwaram,Closed,closed,Harsha Nayak/AEE
20199846,Electrical,Street Light Not Working,2021-12-31 08:38:00.000000000,Banaswadi,Closed,Attended,Durga Prasad/AEE
20199845,Electrical,Street Light Not Working,2021-12-31 08:07:00.000000000,Horamavu,Closed,Attended,Sharath Kumar/AEE
20199844,Solid Waste (Garbage) Related,Garbage dump,2021-12-31 07:58:00.000000000,Bagalagunte,Closed,Cleared,Shwetha/AEE
20199843,Electrical,Street Light Not Working,2021-12-31 07:58:00.000000000,Shakambari Nagar,Closed,Attended.,Umesh/AEE
20199842,Electrical,Street Light Not Working,2021-12-31 07:48:00.000000000,Kavalbyrasandra,Closed,Attended,Sandeep Singh/AEE
20199841,Electrical,Street Light Not Working,2021-12-31 07:34:00.000000000,Kodigehalli,Closed,Resolved,Yelahanka AEE Electrical/AEE
20199840,Electrical,Street Light Not Working,2021-12-31 07:30:00.000000000,Kuvempu Nagar,Closed,Resolved,Yelahanka AEE Electrical/AEE
20199839,Plastic,Use of banned single use plastic,2021-12-31 07:23:00.000000000,Chikpete,Closed,resloved,MOH /MOH
20199838,Storm  Water Drain(SWD),Maintenance of SWD,2021-12-31 07:09:00.000000000,Katriguppe,Closed,Complaint attended,Jyothi/AEE
20199837,Electrical,Street Light Not Working,2021-12-31 07:06:00.000000000,Kottigepalya,Closed,attended,Gavi Siddiah/AEE
20199836,Solid Waste (Garbage) Related,Garbage dump,2021-12-31 06:52:00.000000000,Kavalbyrasandra,Closed,Attended,Jyothi/AEE
20199835,Others,Others,2021-12-31 06:51:00.000000000,Byrasandra,Rejected,"REJECTED, AS PER CITIZEN CONFORMATION, THIS COMPLAINT COMES UNDER BWSSB SO IT IS REJECTED",BBMP Whatsapp/Customer Support Representative
20199834,Electrical,Street Light Not Working,2021-12-31 06:48:00.000000000,Maruthi Seva Nagar,Closed,Attended,Durga Prasad/AEE
20199833,Electrical,Street Light Not Working,2021-12-31 06:45:00.000000000,Thanisandra,Closed,Resolved,Yelahanka AEE Electrical/AEE
20199832,Electrical,Street Light Not Working,2021-12-31 06:41:00.000000000,K.R.Puram,Closed,Attended,Sharath Kumar/AEE
20199831,Electrical,Street Light Not Working,2021-12-31 06:39:00.000000000,Kavalbyrasandra,Closed,Attended,Sandeep Singh/AEE
20199830,Electrical,Street Light Not Working,2021-12-31 06:36:00.000000000,Vasanthapura,Closed,Attended,Sandeep/AEE
20199829,Electrical,Street Light Not Working,2021-12-31 06:33:00.000000000,Agrahara Dasarahalli,Closed,attended,Suresh/AEE
20199828,Electrical,Street Light Not Working,2021-12-31 06:29:00.000000000,Visvesvarapuram,Closed,Attended.,Jnanesh/AEE
20199827,Electrical,Street Light Not Working,2021-12-31 06:23:00.000000000,HAL Airport,Closed,Attended,Sharath Kumar/AEE
20199826,Road Maintenance(Engg),water stagnation,2021-12-31 06:13:00.000000000,Vishwanathnagenahalli,Rejected,THIS COMPLAINT IS RESOLVED BY BWSSB SO I REJECTED,BBMP Whatsapp/Customer Support Representative
20199825,Electrical,Street Light Not Working,2021-12-31 06:13:00.000000000,Dharmarayaswamy Temple Ward,Closed,Attended.,Jnanesh/AEE
20199824,veterinary,Stray/Rabid dog bite,2021-12-31 06:10:00.000000000,Vasanthapura,Closed,.,Shivakumar/ADAH
20199823,veterinary,Animal birth control/neutering of stray dogs,2021-12-31 06:07:00.000000000,Shakthiganapathi Nagar,Closed,Complaint attended,Dr.Amruthesh/ADAH
20199822,Road Maintenance(Engg),Road side drains,2021-12-31 06:04:00.000000000,Chokkasandra,Closed,Attended by Ae ward no 39,Prabhu/AEE
20199821,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2021-12-31 05:59:00.000000000,Muneshwara Nagar,Closed,Attended,Jyothi/AEE
20199820,Electrical,Street Light Not Working,2021-12-31 05:54:00.000000000,Uttarahalli,Closed,Attended,Sandeep/AEE
20199819,Electrical,Street Light Not Working,2021-12-31 05:40:00.000000000,Kengeri,Closed,attended,Gavi Siddiah/AEE
20199818,Electrical,Street Light Not Working,2021-12-31 05:26:00.000000000,A.Narayanapura,Closed,Attended,Sharath Kumar/AEE
20199817,Electrical,Street Light Not Working,2021-12-31 05:15:00.000000000,HAL Airport,Closed,Attended,Sharath Kumar/AEE
20199816,Electrical,Street Light Not Working,2021-12-31 05:05:00.000000000,BTM Layout,Closed,Attended.,Jnanesh/AEE
20199815,Solid Waste (Garbage) Related,Dead animal(s),2021-12-31 04:56:00.000000000,Rajarajeshwari Nagar,Closed,C,Prakash /AEE
20199814,Electrical,Street Light Not Working,2021-12-31 04:37:00.000000000,Hemmigepura,Closed,attended,Gavi Siddiah/AEE
20199813,Electrical,Street Light Not Working,2021-12-31 04:36:00.000000000,Sunkenahalli,Closed,Attended.,Jnanesh/AEE
20199812,Solid Waste (Garbage) Related,Garbage dump,2021-12-31 04:36:00.000000000,Gottigere,Closed,Attend the complent,Santhosh Kumar H S/AEE
20199811,Forest,Removal of dead/fallen trees,2021-12-31 04:31:00.000000000,Prakash Nagar,Closed,Upload photo must and should,sudarshan/DYRFO
20199810,Electrical,Street Light Not Working,2021-12-31 04:27:00.000000000,Nagavara,Closed,Attended,Durga Prasad/AEE
20199809,Electrical,Street Light Not Working,2021-12-31 04:23:00.000000000,Jayamahal,Closed,Attended,Sandeep Singh/AEE
20199808,Electrical,Street Light Not Working,2021-12-31 04:19:00.000000000,Chamrajpet,Closed,attended,Suresh/AEE
20199807,Road Maintenance(Engg),Potholes,2021-12-31 04:16:00.000000000,Byatarayanapura,Rejected,This complaint belongs to the road infra structure,BBMP Whatsapp/Customer Support Representative
20199806,veterinary,Stray dog related complaints,2021-12-31 03:36:00.000000000,Shakthiganapathi Nagar,Closed,Complaint attended,Dr.Amruthesh/ADAH
20199805,Road Maintenance(Engg),Road side drains,2021-12-31 03:23:00.000000000,Katriguppe,Closed,resolved,AEE W 162 t 164/AEE
20199804,Electrical,Street Light Not Working,2021-12-31 03:18:00.000000000,Gurappanapalya,Closed,Attended.,Umesh/AEE
20199803,Electrical,Street Light Not Working,2021-12-31 03:16:00.000000000,Puttenahalli,Closed,Attended,Sandeep/AEE
20199802,Road Maintenance(Engg),footpath encroachment,2021-12-31 03:07:00.000000000,Kacharakanahalli,Closed,Problem resolved,Vinayaka  Vasudev/AEE
20199801,Electrical,Street Lights Switched On During Day Time,2021-12-31 03:05:00.000000000,Varthur,Closed,Attended,Sharath Kumar/AEE
20199800,Sanitation,Urination in Public/Open Defecation,2021-12-31 03:04:00.000000000,K.R.Market,Rejected,Sir regarding your issue please contact AEE (SWM) Shivanna B C 9480688515.,BBMP Whatsapp/Customer Support Representative
20199799,Electrical,Street Light Not Working,2021-12-31 03:00:00.000000000,Shanthi Nagar,Closed,Attended,Durga Prasad/AEE
20199798,Road Infrastructure,Road Infrastructure,2021-12-31 02:54:00.000000000,H.M.T,Long Term Solution,\N,Sri.H.J.Ravi /AEE
20199797,Electrical,Street Light Not Working,2021-12-31 02:52:00.000000000,Dodda Bidarkallu,Closed,attended,Gavi Siddiah/AEE
20199796,Electrical,Street Light Not Working,2021-12-31 02:50:00.000000000,Basavanagudi,Closed,Attended.,Jnanesh/AEE
20199795,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2021-12-31 02:49:00.000000000,Arakere,Closed,Attend the complent,Santhosh Kumar H S/AEE
20199794,Town Planning,Construction not done as per approved plan (Building Bye Law Violations),2021-12-31 02:48:00.000000000,Vijay Nagar,Rejected,There is a repeted complaints one is forwarded to concern officer one is rejected,BBMP Whatsapp/Customer Support Representative
20199793,Road Maintenance(Engg),Potholes,2021-12-31 02:47:00.000000000,Vasanth Nagar,Closed,Attended,VISHWANATH/AEE
20199792,Electrical,Street Light Not Working,2021-12-31 02:38:00.000000000,Uttarahalli,Closed,Attended,Sandeep/AEE
20199791,Electrical,Street Light Not Working,2021-12-31 02:33:00.000000000,Vidyaranyapura,Closed,Resolved,Yelahanka AEE Electrical/AEE
20199790,Electrical,Street Light Not Working,2021-12-31 02:27:00.000000000,Someshwara,Closed,Resolved,Yelahanka AEE Electrical/AEE
20199789,Electrical,Street Light Not Working,2021-12-31 02:20:00.000000000,Rajaji Nagar,Closed,attended,Suresh/AEE
20199788,Electrical,Street Light Not Working,2021-12-31 02:07:00.000000000,Madiwala,Closed,Attended.,Jnanesh/AEE
20199787,Solid Waste (Garbage) Related,Dead animal(s),2021-12-31 02:07:00.000000000,Jnanabharathi Ward,Closed,C,Prakash /AEE
20199786,Electrical,Street Light Not Working,2021-12-31 02:03:00.000000000,Hampi Nagar,Closed,Attended.,Umesh/AEE
20199785,Electrical,Street Light Not Working,2021-12-31 02:00:00.000000000,Neelasandra,Closed,Attended,Durga Prasad/AEE
20199784,Electrical,Street Light Not Working,2021-12-31 01:59:00.000000000,T-Dasarahalli,Closed,Attended,Gurappa Y Doddamani/AEE
20199783,Electrical,Street Light Not Working,2021-12-31 01:56:00.000000000,Maruthi Seva Nagar,Closed,Attended,Durga Prasad/AEE
20199782,Road Maintenance(Engg),Potholes,2021-12-31 01:48:00.000000000,Chikkalasandra,Closed,Closed,Satish Kumar/AEE
20199781,Electrical,Street Light Not Working,2021-12-31 01:43:00.000000000,Dattathreya Temple,Closed,attended,Suresh/AEE
20199780,Electrical,Street Light Not Working,2021-12-31 01:42:00.000000000,Begur,Closed,Attended,Sandeep/AEE
20199779,Electrical,Street Light Not Working,2021-12-31 01:39:00.000000000,Ejipura,Closed,Attended.,Jnanesh/AEE
20199778,Electrical,Street Light Not Working,2021-12-31 01:35:00.000000000,Uttarahalli,Closed,Attended,Sandeep/AEE
20199777,Electrical,Street Light Not Working,2021-12-31 01:33:00.000000000,Basavanapura,Closed,Attended,Sharath Kumar/AEE
20199776,Electrical,Street Light Not Working,2021-12-31 01:32:00.000000000,Pulikeshi Nagar,Closed,Attended,Sandeep Singh/AEE
20199775,Electrical,Street Light Not Working,2021-12-31 01:23:00.000000000,Lakkasandra,Closed,Attended.,Jnanesh/AEE
20199774,Health Dept,Air/Noise pollution,2021-12-31 01:12:00.000000000,Chokkasandra,Closed,Resolved,Dr suresh rudrappa/MOH
20199773,Electrical,Street Light Not Working,2021-12-31 12:58:00.000000000,Chamrajpet,Closed,attended,Suresh/AEE
20199772,Electrical,Street Light Not Working,2021-12-31 12:51:00.000000000,Dayananda Nagar,Closed,attended,Suresh/AEE
20199771,Electrical,Street Light Not Working,2021-12-31 12:51:00.000000000,Jakkur,Closed,Resolved,Yelahanka AEE Electrical/AEE
20199770,Electrical,Street Light Not Working,2021-12-31 12:43:00.000000000,Bilekahalli,Closed,Attended,Sandeep/AEE
20199769,Solid Waste (Garbage) Related,Garbage dump,2021-12-31 12:43:00.000000000,HSR Layout,Closed,Resolved,Netravathi/AEE
20199768,Electrical,Street Light Not Working,2021-12-31 12:35:00.000000000,Kodigehalli,Closed,Resolved,Yelahanka AEE Electrical/AEE
20199767,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2021-12-31 12:29:00.000000000,Newthippasandra,Closed,CLEAR,Prasanna/AEE
20199766,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2021-12-31 12:25:00.000000000,Newthippasandra,Closed,CLEAR,Prasanna/AEE
20199765,Electrical,Street Light Not Working,2021-12-31 12:21:00.000000000,Manorayanapalya,Closed,Attended,Sandeep Singh/AEE
20199764,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2021-12-31 12:20:00.000000000,Jnanabharathi Ward,Closed,C,Prakash /AEE
20199763,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2021-12-31 12:17:00.000000000,Attiguppe,Closed,cleared,Shobha/AEE
20199762,Electrical,Street Light Not Working,2021-12-31 12:15:00.000000000,Manorayanapalya,Closed,Attended,Sandeep Singh/AEE
20199761,Road Maintenance(Engg),Road side drains,2021-12-31 12:10:00.000000000,Chalavadipalya,Closed,Desilting work done,Umesh/AEE
20199760,Solid Waste (Garbage) Related,Garbage nuisance while transporting,2021-12-31 12:08:00.000000000,Ejipura,Closed,"As attended by Junior Health Inspector(JHI), your complaint has been closed. If issue persist do contact JHI.  Practice segregation of waste & hand over to BBMP collection system. Help BBMP by encouraging others to follow.",Santoshkumar/AEE
20199759,Electrical,Street Light Not Working,2021-12-31 12:05:00.000000000,Karisandra,Closed,Attended.,Umesh/AEE
20199758,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2021-12-31 12:03:00.000000000,Konanakunte,Closed,Attend the complent,Santhosh Kumar H S/AEE
20199757,Forest,obstructions Branches / Trees.,2021-12-31 12:01:00.000000000,Konanakunte,Registered,Transferred Task,Narendra Babu/RFO
20199756,Electrical,Street Light Not Working,2021-12-31 11:58:00.000000000,Banaswadi,Closed,Attended,Durga Prasad/AEE
20199755,Road Maintenance(Engg),Road side drains,2021-12-31 11:53:00.000000000,Basavanapura,Closed,Complaint resolved,Pampapathi/AEE
20199754,Solid Waste (Garbage) Related,Public dustbins not cleaned,2021-12-31 11:55:00.000000000,Singasandra,Closed,Resolved,Netravathi/AEE
20199753,Road Maintenance(Engg),Potholes,2021-12-31 11:47:00.000000000,Begur,Closed,Complainer not mentioned proper address,Nilkanthaya/AEE
20199752,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2021-12-31 11:44:00.000000000,Someshwara,Closed,Attended,SWM AEE Ward 1 to 4/AEE
20199751,Solid Waste (Garbage) Related,Garbage dump,2021-12-31 11:42:00.000000000,Attiguppe,Closed,cleared,Shobha/AEE
20199750,Electrical,Street Light Not Working,2021-12-31 11:41:00.000000000,Bagalagunte,Closed,Attended,Gurappa Y Doddamani/AEE
20199749,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2021-12-31 11:41:00.000000000,Ejipura,Closed,"As attended by Junior Health Inspector(JHI), your complaint has been closed. If issue persist do contact JHI.  Practice segregation of waste & hand over to BBMP collection system. Help BBMP by encouraging others to follow.",Santoshkumar/AEE
20199748,Electrical,Street Light Not Working,2021-12-31 11:37:00.000000000,Ganeshmandira Ward,Closed,Attended.,Umesh/AEE
20199747,Solid Waste (Garbage) Related,Garbage dump,2021-12-31 11:33:00.000000000,Sunkenahalli,Closed,Attended,Ranga Swamy/AEE
20199746,Solid Waste (Garbage) Related,Garbage dump,2021-12-31 11:30:00.000000000,Byatarayanapura,Closed,Attended,Shivakumar/AEE
20199745,Electrical,Street Light Not Working,2021-12-31 11:25:00.000000000,Ganeshmandira Ward,Closed,Attended.,Umesh/AEE
20199744,Electrical,Street Light Not Working,2021-12-31 11:23:00.000000000,Hanumantha Nagar,Closed,Attended.,Jnanesh/AEE
20199743,Electrical,Street Light Not Working,2021-12-31 11:22:00.000000000,HSR Layout,Closed,Attended,Sandeep/AEE
20199742,Road Maintenance(Engg),Road side drains,2021-12-31 11:21:00.000000000,Someshwara,Closed,Closed,Raghunadan/AEE
20199741,Electrical,Street Light Not Working,2021-12-31 11:19:00.000000000,Visvesvarapuram,Closed,Attended.,Jnanesh/AEE
20199740,Electrical,Street Light Not Working,2021-12-31 11:16:00.000000000,Neelasandra,Closed,Attended,Durga Prasad/AEE
20199739,Parks and Play grounds,Play Grounds,2021-12-31 11:13:00.000000000,Sri Rammandira,Closed,Bad Construction Play ground renovation Onake Obavva Ground  :AEE PROJECT WEST OFFICE,Mohammad Alli Pirjade/HS
